,group,cluster,pos,text,node_trace,x_pos,y_pos,cutoff
BGC0001670,26.0,True,"(1282.5, 1918.0)",BGC0001670<br>Polyketide<br>monensin,MIBIG (BiG-SCAPE),1282.5,1918.0,0.50
BGC0000051,26.0,True,"(1448.6, 2199.5)",BGC0000051<br>Polyketide<br>ebelactone A;ebelactone B,MIBIG (BiG-SCAPE),1448.6,2199.5,0.50
NZ_JACHIW010000001.1.region010,153.0,,"(3161.4, 1845.0)",P4<br>NZ_JACHIW010000001.1.region010<br>['T1PKS']<br>nan<br>nan,BGC,3161.4,1845.0,0.50
BGC0000223,7.0,True,"(2115.3, 1223.2)",BGC0000223<br>Polyketide<br>rabelomycin;dehydrorabelomycin;fluostatin F;fluostatin G;fluostatin H,MIBIG (BiG-SCAPE),2115.3,1223.2,0.50
BGC0001904,7.0,True,"(2144.1, 1287.2)",BGC0001904<br>Polyketide<br>fluostatin,MIBIG (BiG-SCAPE),2144.1,1287.2,0.50
NZ_CP040605.1.region001,154.0,True,"(2843.2, 975.19)",P2<br>NZ_CP040605.1.region001<br>['hglE-KS']<br>nan<br>nan,BGC,2843.2,975.19,0.50
NZ_CP061007.1.region001,154.0,True,"(2777.1, 962.18)","P2<br>NZ_CP061007.1.region001<br>['hglE-KS', 'T1PKS']<br>nan<br>nan",BGC,2777.1,962.18,0.50
BGC0000215,7.0,True,"(2043.8, 1050.1)",BGC0000215<br>Polyketide<br>curamycin,MIBIG (BiG-SCAPE),2043.8,1050.1,0.50
BGC0001513,7.0,True,"(1977.8, 1133.6)",BGC0001513<br>Polyketide<br>anthrabenzoxocinone,MIBIG (BiG-SCAPE),1977.8,1133.6,0.50
BGC0000236,7.0,True,"(2107.0, 1305.6)",BGC0000236<br>Polyketide<br>kinamycin,MIBIG (BiG-SCAPE),2107.0,1305.6,0.50
BGC0001723,7.0,True,"(2145.4, 1264.6)",BGC0001723<br>Polyketide<br>oviedomycin,MIBIG (BiG-SCAPE),2145.4,1264.6,0.50
BGC0000228,7.0,True,"(1786.1, 1368.5)",BGC0000228,MIBIG (BiG-SCAPE),1786.1,1368.5,0.50
BGC0000234,7.0,True,"(2105.5, 1273.7)",BGC0000234<br>Polyketide<br>jadomycin,MIBIG (BiG-SCAPE),2105.5,1273.7,0.50
BGC0000235,7.0,True,"(2137.7, 1232.5)",BGC0000235<br>Polyketide<br>kiamycin,MIBIG (BiG-SCAPE),2137.7,1232.5,0.50
BGC0001596,7.0,True,"(2093.3, 1247.6)",BGC0001596<br>Polyketide<br>fluostatins M-Q,MIBIG (BiG-SCAPE),2093.3,1247.6,0.50
BGC0002028,7.0,True,"(2227.4, 1269.0)",BGC0002028<br>Polyketide<br>frigocyclinone,MIBIG (BiG-SCAPE),2227.4,1269.0,0.50
BGC0000231,7.0,True,"(2057.7, 1286.8)",BGC0000231<br>Polyketide<br>griseusin A;griseusin B,MIBIG (BiG-SCAPE),2057.7,1286.8,0.50
BGC0000200,7.0,True,"(2144.4, 1082.3)",BGC0000200<br>Polyketide;Saccharide<br>arixanthomycin A;arixanthomycin B;arixanthomycin C,MIBIG (BiG-SCAPE),2144.4,1082.3,0.50
BGC0001661,7.0,True,"(2223.4, 1246.6)",BGC0001661<br>Polyketide<br>mayamycin,MIBIG (BiG-SCAPE),2223.4,1246.6,0.50
BGC0001590,7.0,True,"(2043.3, 988.09)",BGC0001590<br>Polyketide<br>formicamycins A-M,MIBIG (BiG-SCAPE),2043.3,988.09,0.50
BGC0001366,7.0,True,"(2014.3, 1080.4)",BGC0001366<br>Polyketide<br>BE-24566B;zunyimycin A,MIBIG (BiG-SCAPE),2014.3,1080.4,0.50
BGC0000221,7.0,True,"(1963.8, 1290.7)",BGC0000221<br>Polyketide<br>erdacin,MIBIG (BiG-SCAPE),1963.8,1290.7,0.50
BGC0000272,7.0,True,"(1930.7, 1230.7)",BGC0000272<br>Polyketide<br>spore pigment,MIBIG (BiG-SCAPE),1930.7,1230.7,0.50
BGC0000203,7.0,True,"(2101.3, 1203.4)",BGC0000203<br>Polyketide<br>BE-7585A,MIBIG (BiG-SCAPE),2101.3,1203.4,0.50
BGC0001062,7.0,True,"(2023.8, 972.62)",BGC0001062<br>Polyketide<br>TLN-05220,MIBIG (BiG-SCAPE),2023.8,972.62,0.50
BGC0000194,7.0,True,"(1875.9, 1336.8)",BGC0000194<br>Polyketide<br>actinorhodin,MIBIG (BiG-SCAPE),1875.9,1336.8,0.50
BGC0002016,7.0,True,"(2086.9, 1221.8)",BGC0002016<br>Polyketide<br>lugdunomycin,MIBIG (BiG-SCAPE),2086.9,1221.8,0.50
NZ_PJNB01000001.1.region035,12.0,True,"(2132.9, 2359.4)",P2<br>NZ_PJNB01000001.1.region035<br>['PKS-like']<br>nan<br>nan,BGC,2132.9,2359.4,0.50
BGC0000271,7.0,True,"(2116.4, 1051.7)",BGC0000271<br>Polyketide<br>spore pigment,MIBIG (BiG-SCAPE),2116.4,1051.7,0.50
BGC0000197,7.0,True,"(2063.3, 1189.8)",BGC0000197<br>Polyketide;Saccharide<br>aranciamycin,MIBIG (BiG-SCAPE),2063.3,1189.8,0.50
NZ_CP031142.1.region038,154.0,True,"(2768.1, 1058.0)","P2<br>NZ_CP031142.1.region038<br>['hglE-KS', 'T1PKS']<br>nan<br>nan",BGC,2768.1,1058.0,0.50
NZ_CP061007.1.region010,12.0,True,"(2153.1, 2403.4)",P2<br>NZ_CP061007.1.region010<br>['PKS-like']<br>nan<br>nan,BGC,2153.1,2403.4,0.50
NZ_GL877879.1.region005,12.0,True,"(2194.6, 2427.3)",P2<br>NZ_GL877879.1.region005<br>['PKS-like']<br>nan<br>nan,BGC,2194.6,2427.3,0.50
BGC0000201,7.0,True,"(2056.8, 1220.9)",BGC0000201<br>Polyketide;Saccharide<br>auricin,MIBIG (BiG-SCAPE),2056.8,1220.9,0.50
BGC0001512,7.0,True,"(2082.7, 1035.5)",BGC0001512<br>Polyketide<br>BE-24566B,MIBIG (BiG-SCAPE),2082.7,1035.5,0.50
NZ_PJNB01000001.1.region026,154.0,True,"(2758.7, 997.7)","P2<br>NZ_PJNB01000001.1.region026<br>['hglE-KS', 'T1PKS']<br>nan<br>nan",BGC,2758.7,997.7,0.50
BGC0001730,7.0,True,"(2012.1, 956.18)",BGC0001730<br>Polyketide<br>paramagnetoquinone 1;paramagnetoquinone 2,MIBIG (BiG-SCAPE),2012.1,956.18,0.50
NZ_GL877881.1.region001,154.0,True,"(2694.9, 970.05)","P2<br>NZ_GL877881.1.region001<br>['hglE-KS', 'T1PKS']<br>nan<br>nan",BGC,2694.9,970.05,0.50
BGC0000248,7.0,True,"(1855.3, 1301.4)",BGC0000248<br>Polyketide<br>α naphtocyclinoic acid;fogacin,MIBIG (BiG-SCAPE),1855.3,1301.4,0.50
BGC0002000,7.0,True,"(2099.3, 1325.9)",BGC0002000<br>Polyketide<br>setomimycin,MIBIG (BiG-SCAPE),2099.3,1325.9,0.50
BGC0002012,7.0,True,"(2117.0, 1339.5)",BGC0002012<br>Polyketide<br>julichrome Q3-3;julichrome Q3-5,MIBIG (BiG-SCAPE),2117.0,1339.5,0.50
BGC0001895,7.0,True,"(2133.2, 1327.1)",BGC0001895<br>Polyketide<br>huanglongmycin A;huanglongmycin B;huanglongmycin C,MIBIG (BiG-SCAPE),2133.2,1327.1,0.50
BGC0000256,7.0,True,"(2124.2, 1075.1)",BGC0000256<br>Polyketide<br>pradimicin-A,MIBIG (BiG-SCAPE),2124.2,1075.1,0.50
BGC0000226,7.0,True,"(2214.4, 1209.1)",BGC0000226<br>Polyketide<br>gilvocarcin V,MIBIG (BiG-SCAPE),2214.4,1209.1,0.50
NZ_JADDUE010000011.1.region001,155.0,,"(3161.4, 2106.0)",P6<br>NZ_JADDUE010000011.1.region001<br>['hglE-KS']<br>nan<br>nan,BGC,3161.4,2106.0,0.50
NZ_VWPH01000021.1.region001,156.0,,"(992.98, 1164.2)",P1<br>NZ_VWPH01000021.1.region001<br>['PKS-like']<br>nan<br>nan,BGC,992.98,1164.2,0.50
NZ_FOUP01000009.1.region001,12.0,True,"(1130.9, 1042.2)",P1<br>NZ_FOUP01000009.1.region001<br>['terpene']<br>nan<br>nan,BGC,1130.9,1042.2,0.50
NZ_GL877881.1.region004,157.0,True,"(3088.3, 685.31)",P2<br>NZ_GL877881.1.region004<br>['terpene']<br>nan<br>nan,BGC,3088.3,685.31,0.50
NZ_PJNB01000001.1.region029,157.0,True,"(3002.9, 650.82)",P2<br>NZ_PJNB01000001.1.region029<br>['terpene']<br>nan<br>nan,BGC,3002.9,650.82,0.50
NZ_VWPH01000008.1.region001,12.0,True,"(1069.8, 1063.4)",P1<br>NZ_VWPH01000008.1.region001<br>['terpene']<br>nan<br>nan,BGC,1069.8,1063.4,0.50
NZ_RSAA01000001.1.region001,12.0,True,"(2324.6, 2207.9)",P5<br>NZ_RSAA01000001.1.region001<br>['terpene']<br>nan<br>nan,BGC,2324.6,2207.9,0.50
NZ_JAGPXE010000003.1.region002,12.0,True,"(2305.9, 2179.5)",P5<br>NZ_JAGPXE010000003.1.region002<br>['terpene']<br>nan<br>nan,BGC,2305.9,2179.5,0.50
NC_009142.1.region038,158.0,True,"(843.53, 223.04)",P8<br>NC_009142.1.region038<br>['terpene']<br>nan<br>nan,BGC,843.53,223.04,0.50
NZ_CP069353.1.region039,158.0,True,"(770.59, 175.7)",P8<br>NZ_CP069353.1.region039<br>['terpene']<br>nan<br>nan,BGC,770.59,175.7,0.50
NZ_JABNNH010000001.1.region034,158.0,True,"(783.37, 235.86)",P8<br>NZ_JABNNH010000001.1.region034<br>['terpene']<br>nan<br>nan,BGC,783.37,235.86,0.50
NZ_RBXX01000002.1.region006,12.0,True,"(1047.8, 1073.0)",P1<br>NZ_RBXX01000002.1.region006<br>['terpene']<br>nan<br>nan,BGC,1047.8,1073.0,0.50
NZ_PDBV01000001.1.region037,158.0,True,"(830.67, 163.0)",P8<br>NZ_PDBV01000001.1.region037<br>['terpene']<br>nan<br>nan,BGC,830.67,163.0,0.50
NZ_CP061007.1.region022,159.0,True,"(306.46, 2061.2)",P2<br>NZ_CP061007.1.region022<br>['terpene']<br>nan<br>nan,BGC,306.46,2061.2,0.50
NZ_PJNB01000001.1.region010,159.0,True,"(247.9, 2019.0)",P2<br>NZ_PJNB01000001.1.region010<br>['terpene']<br>nan<br>nan,BGC,247.9,2019.0,0.50
NZ_FOZX01000005.1.region001,12.0,True,"(2311.6, 2153.5)",P5<br>NZ_FOZX01000005.1.region001<br>['terpene']<br>nan<br>nan,BGC,2311.6,2153.5,0.50
NZ_GL877882.1.region001,159.0,True,"(240.73, 2090.5)",P2<br>NZ_GL877882.1.region001<br>['terpene']<br>nan<br>nan,BGC,240.73,2090.5,0.50
NZ_CP061007.1.region004,157.0,True,"(3039.2, 697.57)",P2<br>NZ_CP061007.1.region004<br>['terpene']<br>nan<br>nan,BGC,3039.2,697.57,0.50
NZ_FOZX01000015.1.region001,160.0,True,"(2872.9, 203.43)",P5<br>NZ_FOZX01000015.1.region001<br>['terpene']<br>nan<br>nan,BGC,2872.9,203.43,0.50
NZ_JAGPXE010000003.1.region001,160.0,True,"(2813.4, 163.0)",P5<br>NZ_JAGPXE010000003.1.region001<br>['terpene']<br>nan<br>nan,BGC,2813.4,163.0,0.50
NZ_JACHIW010000002.1.region012,161.0,,"(145.37, 1294.0)",P4<br>NZ_JACHIW010000002.1.region012<br>['terpene']<br>nan<br>nan,BGC,145.37,1294.0,0.50
NZ_CP059556.1.region002,162.0,True,"(3158.9, 192.0)",P7<br>NZ_CP059556.1.region002<br>['terpene']<br>nan<br>nan,BGC,3158.9,192.0,0.50
NZ_CP031142.1.region028,158.0,True,"(3158.9, 2193.0)",P2<br>NZ_CP031142.1.region028<br>['terpene']<br>nan<br>nan,BGC,3158.9,2193.0,0.50
201767,2.0,True,"(2052.6, 710.94)",201767<br>Other<br>0.999791449426486<br>ectoine<br>0.998696558915537<br>3.5936352298939127<br>557<br>Vibrio<br>0.3305526590198123,BiG-FAM model,2052.6,710.94,0.50
212848,128.0,True,"(1602.4, 944.25)",212848<br>Other<br>1.0<br>ectoine<br>1.0<br>1.2610176751766564<br>10<br>Streptomyces<br>0.6666666666666666,BiG-FAM model,1602.4,944.25,0.50
203601,116.0,True,"(2678.0, 1299.3)",203601<br>Other<br>0.9957325746799432<br>butyrolactone<br>0.9935988620199148<br>1.9242577157093803<br>77<br>Streptomyces<br>0.5825035561877667,BiG-FAM model,2678.0,1299.3,0.50
201941,138.0,True,"(159.33, 2309.0)",201941<br>RiPP<br>0.9999578556979096<br>bacteriocin<br>0.9999578556979096<br>1.7577071414163024<br>149<br>Mycobacterium<br>0.5756911665542819,BiG-FAM model,159.33,2309.0,0.50
220588,114.0,True,"(2987.7, 1609.7)",220588<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2987.7,1609.7,0.50
226546,18.0,True,"(1693.8, 2550.3)",226546<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1693.8,2550.3,0.50
201585,25.0,True,"(1499.9, 841.72)",201585<br>Other<br>0.9993920590331642<br>siderophore<br>0.990524506310008<br>2.587492262692966<br>319<br>Escherichia<br>0.352773468617668,BiG-FAM model,1499.9,841.72,0.50
201888,28.0,True,"(2085.1, 550.69)",201888<br>Other<br>0.9999196399871424<br>siderophore<br>0.9998392799742848<br>0.2975825343930812<br>43<br>Staphylococcus<br>0.942462230793957,BiG-FAM model,2085.1,550.69,0.50
222687,6.0,True,"(2946.1, 772.0)",222687<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2946.1,772.0,0.50
205309,12.0,True,"(1014.0, 968.24)",205309<br>Terpene<br>0.711764705882353<br>terpene<br>0.711764705882353<br>2.2163056736289657<br>42<br>Rhodococcus<br>0.35,BiG-FAM model,1014.0,968.24,0.50
209314,20.0,True,"(2625.4, 1505.3)",209314<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.5623351446188083<br>2<br>Saccharopolyspora<br>0.75,BiG-FAM model,2625.4,1505.3,0.50
203993,15.0,True,"(822.53, 1239.2)",203993<br>Terpene<br>0.9832589285714286<br>terpene<br>0.9743303571428572<br>1.8442393933146903<br>33<br>Streptomyces<br>0.578125,BiG-FAM model,822.53,1239.2,0.50
222180,12.0,True,"(2245.6, 2185.9)",222180<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2245.6,2185.9,0.50
208234,20.0,True,"(2611.0, 1724.6)",208234<br>Terpene<br>1.0<br>terpene<br>1.0<br>1.8811079577002063<br>12<br>Amycolatopsis<br>0.35,BiG-FAM model,2611.0,1724.6,0.50
219910,12.0,True,"(2424.1, 2265.0)",219910<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2424.1,2265.0,0.50
221454,15.0,True,"(718.0, 1050.7)",221454<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,718.0,1050.7,0.50
219331,95.0,True,"(1498.7, 2934.5)",219331<br>Other<br>1.0<br>phenazine<br>1.0<br>1.039720770839918<br>3<br>Saccharopolyspora<br>0.5,BiG-FAM model,1498.7,2934.5,0.50
201943,20.0,True,"(2444.2, 1410.0)",201943<br>Terpene<br>1.0<br>terpene<br>0.976303317535545<br>1.2743988970498124<br>19<br>Streptomyces<br>0.7203791469194313,BiG-FAM model,2444.2,1410.0,0.50
212831,9.0,True,"(831.33, 1321.0)",212831<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,831.33,1321.0,0.50
201334,18.0,True,"(1583.4, 2391.3)",201334<br>Terpene<br>1.0<br>terpene<br>1.0<br>1.0570119549589445<br>6<br>Streptomyces<br>0.6585365853658537,BiG-FAM model,1583.4,2391.3,0.50
209725,14.0,True,"(915.92, 2289.1)",209725<br>RiPP<br>0.971264367816092<br>bacteriocin<br>0.9080459770114944<br>2.050432558628404<br>21<br>Mycobacterium<br>0.3793103448275862,BiG-FAM model,915.92,2289.1,0.50
222179,10.0,True,"(892.39, 1590.2)",222179<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,892.39,1590.2,0.50
220966,5.0,True,"(684.35, 777.92)",220966<br>Saccharide<br>1.0<br>amglyccycl<br>1.0<br>1.2634794940650305<br>5<br>Streptomyces<br>0.4666666666666667,BiG-FAM model,684.35,777.92,0.50
203048,8.0,True,"(2043.9, 1939.4)",203048<br>Other<br>1.0<br>indole<br>1.0<br>0.5223042841699631<br>5<br>Streptomyces<br>0.8769230769230769,BiG-FAM model,2043.9,1939.4,0.50
203823,9.0,True,"(644.29, 1426.5)",203823<br>Terpene<br>0.6836363636363636<br>terpene<br>0.68<br>2.80383349751342<br>59<br>Fusarium<br>0.3090909090909091,BiG-FAM model,644.29,1426.5,0.50
202078,8.0,True,"(1693.9, 1574.2)",202078<br>RiPP<br>0.9984152139461172<br>lanthipeptide<br>0.9839936608557844<br>2.446827490633197<br>179<br>Streptococcus<br>0.4732171156893819,BiG-FAM model,1693.9,1574.2,0.50
222181,29.0,True,"(1394.4, 1567.1)",222181<br>RiPP<br>1.0<br>lanthipeptide<br>1.0<br>0.6365141682948128<br>2<br>Saccharopolyspora<br>0.6666666666666666,BiG-FAM model,1394.4,1567.1,0.50
217513,51.0,True,"(432.53, 2277.0)",217513<br>Polyketide<br>1.0<br>T3PKS<br>1.0<br>2.045329069812914<br>13<br>Streptomyces<br>0.4193548387096774,BiG-FAM model,432.53,2277.0,0.50
222337,10.0,True,"(857.79, 1559.4)",222337<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,857.79,1559.4,0.50
202549,104.0,True,"(1718.6, 2015.4)",202549<br>RiPP<br>0.9996589940323956<br>lanthipeptide<br>0.9909633418584826<br>1.9802376690711725<br>226<br>Staphylococcus<br>0.5676044330775789,BiG-FAM model,1718.6,2015.4,0.50
202009,10.0,True,"(820.38, 1543.3)",202009<br>Terpene<br>1.0<br>terpene<br>1.0<br>2.0957167309775158<br>18<br>Streptomyces<br>0.3963963963963964,BiG-FAM model,820.38,1543.3,0.50
218572,136.0,True,"(1189.0, 828.75)",218572<br>RiPP<br>0.9994834710743802<br>lanthipeptide<br>0.9979338842975206<br>2.3451251658320578<br>67<br>Streptomyces<br>0.4597107438016529,BiG-FAM model,1189.0,828.75,0.50
200963,26.0,True,"(1208.6, 2217.5)",200963<br>Polyketide<br>0.9992<br>T1PKS<br>0.9904<br>1.6581621101807873<br>44<br>Streptomyces<br>0.5064,BiG-FAM model,1208.6,2217.5,0.50
208195,18.0,True,"(1781.0, 2222.0)",208195<br>Other<br>1.0<br>betalactone<br>1.0<br>0.5623351446188083<br>2<br>Rhodococcus<br>0.75,BiG-FAM model,1781.0,2222.0,0.50
220074,108.0,True,"(2276.2, 387.2)",220074<br>NRP<br>1.0<br>generic<br>1.0<br>0.6365141682948128<br>2<br>Saccharopolyspora<br>0.6666666666666666,BiG-FAM model,2276.2,387.2,0.50
209317,1.0,True,"(1222.6, 1080.7)",209317<br>NRP<br>1.0<br>NRPS-like<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1222.6,1080.7,0.50
212832,146.0,True,"(2560.7, 321.5)",212832<br>NRP<br>1.0<br>NRPS-like<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2560.7,321.5,0.50
220601,22.0,True,"(1610.7, 1449.0)",220601<br>Polyketide<br>1.0<br>T3PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1610.7,1449.0,0.50
222182,150.0,True,"(1665.5, 1541.9)",222182<br>NRP<br>1.0<br>NRPS-like<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1665.5,1541.9,0.50
221453,46.0,True,"(2861.0, 1381.9)",221453<br>RiPP<br>1.0<br>thiopeptide<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2861.0,1381.9,0.50
220596,8.0,True,"(1850.3, 1596.1)",220596<br>RiPP<br>0.5833333333333333<br>lanthipeptide<br>0.4166666666666666<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1850.3,1596.1,0.50
209303,36.0,True,"(576.68, 2770.4)",209303<br>Polyketide<br>1.0<br>T1PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,576.68,2770.4,0.50
220589,10.0,True,"(958.94, 1201.2)",220589<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,958.94,1201.2,0.50
209310,34.0,True,"(2053.2, 1506.1)",209310<br>Polyketide<br>1.0<br>T3PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2053.2,1506.1,0.50
209305,113.0,True,"(2508.9, 2894.5)",209305<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2508.9,2894.5,0.50
209312,117.0,True,"(193.77, 1742.5)",209312<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,193.77,1742.5,0.50
224615,89.0,True,"(1424.2, 1849.6)",224615<br>NRP<br>1.0<br>NRPS-like<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1424.2,1849.6,0.50
209316,48.0,True,"(1526.6, 644.27)",209316<br>Other<br>1.0<br>other<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1526.6,644.27,0.50
220604,93.0,True,"(2464.5, 2603.7)",220604<br>Other<br>1.0<br>other<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2464.5,2603.7,0.50
219913,13.0,True,"(1825.9, 1028.6)",219913<br>Polyketide<br>1.0<br>T3PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1825.9,1028.6,0.50
223006,8.0,True,"(1985.8, 2161.7)",223006<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1985.8,2161.7,0.50
209309,112.0,True,"(2775.2, 2229.5)",209309<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2775.2,2229.5,0.50
211928,8.0,True,"(2077.3, 2105.1)",211928<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2077.3,2105.1,0.50
223005,123.0,True,"(1528.9, 955.24)",223005<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1528.9,955.24,0.50
211929,23.0,True,"(2714.4, 772.47)",211929<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2714.4,772.47,0.50
209304,1.0,True,"(1454.8, 1173.1)",209304<br>NRP<br>1.0<br>generic<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1454.8,1173.1,0.50
209318,42.0,True,"(895.7, 2719.4)",209318<br>Polyketide<br>1.0<br>hglE-KS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,895.7,2719.4,0.50
220602,147.0,True,"(1787.0, 2889.0)",220602<br>NRP<br>1.0<br>generic<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1787.0,2889.0,0.50
220590,110.0,True,"(2943.2, 2881.2)",220590<br>NRP<br>0.5<br>amglyccycl<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2943.2,2881.2,0.50
220597,107.0,True,"(2441.5, 805.27)",220597<br>Other<br>0.5<br>T3PKS<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2441.5,805.27,0.50
219912,16.0,True,"(1583.2, 1624.2)",219912<br>NRP<br>0.3611111111111111<br>T1PKS<br>0.3611111111111111<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1583.2,1624.2,0.50
209302,22.0,True,"(1636.5, 1330.7)",209302<br>Polyketide<br>1.0<br>T1PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1636.5,1330.7,0.50
209308,47.0,True,"(431.15, 1621.9)",209308<br>Polyketide<br>1.0<br>PKS-like<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,431.15,1621.9,0.50
209319,43.0,True,"(482.05, 319.01)",209319<br>Polyketide<br>1.0<br>PKS-like<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,482.05,319.01,0.50
224613,67.0,True,"(1600.9, 2064.9)",224613<br>NRP<br>1.0<br>generic<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1600.9,2064.9,0.50
211931,22.0,True,"(1482.3, 1471.5)",211931<br>Polyketide<br>1.0<br>T1PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1482.3,1471.5,0.50
220116,74.0,True,"(2839.5, 421.04)",220116<br>Polyketide<br>1.0<br>T1PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2839.5,421.04,0.50
224612,1.0,True,"(1467.6, 871.36)",224612<br>NRP<br>1.0<br>generic<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1467.6,871.36,0.50
209306,39.0,True,"(741.22, 1617.0)",209306<br>NRP<br>0.5<br>NRPS-like<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,741.22,1617.0,0.50
209307,45.0,True,"(2832.0, 2454.9)",209307<br>NRP<br>0.5<br>NRPS-like<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2832.0,2454.9,0.50
209301,35.0,True,"(2368.0, 2715.9)",209301<br>Polyketide<br>1.0<br>T1PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2368.0,2715.9,0.50
222338,13.0,True,"(1795.6, 784.56)",222338<br>NRP<br>0.5<br>CDPS<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1795.6,784.56,0.50
209320,32.0,True,"(1409.9, 1345.4)",209320<br>Polyketide<br>1.0<br>T1PKS<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1409.9,1345.4,0.50
211930,27.0,True,"(2571.9, 2045.1)",211930<br>NRP<br>0.5<br>T1PKS<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2571.9,2045.1,0.50
220592,154.0,True,"(2728.3, 917.0)",220592<br>Polyketide<br>1.0<br>T1PKS<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2728.3,917.0,0.50
