,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_JABNNH010000001.1.region022,"(2144.4, 377.35)",P8<br>NZ_JABNNH010000001.1.region022<br>['lanthipeptide-class-ii']<br>nan<br>nan<br>GCF_49,BGC,2144.4,377.35,0.30
NC_009142.1.region026,"(2107.8, 328.0)",P8<br>NC_009142.1.region026<br>['lanthipeptide-class-ii']<br>nan<br>nan<br>GCF_49,BGC,2107.8,328.0,0.30
NZ_CP061007.1.region030,"(1996.5, 3148.9)",P2<br>NZ_CP061007.1.region030<br>['RRE-containing']<br>nan<br>nan<br>GCF_82,BGC,1996.5,3148.9,0.30
NZ_PJNB01000001.1.region018,"(2068.7, 3149.4)",P2<br>NZ_PJNB01000001.1.region018<br>['RRE-containing']<br>nan<br>nan<br>GCF_82,BGC,2068.7,3149.4,0.30
NZ_FOZX01000004.1.region002,"(957.14, 1540.5)",P5<br>NZ_FOZX01000004.1.region002<br>['ranthipeptide']<br>nan<br>nan<br>GCF_45,BGC,957.14,1540.5,0.30
NZ_JAGPXE010000009.1.region001,"(921.43, 1549.1)",P5<br>NZ_JAGPXE010000009.1.region001<br>['ranthipeptide']<br>nan<br>nan<br>GCF_45,BGC,921.43,1549.1,0.30
NZ_PDBV01000001.1.region025,"(2095.0, 414.01)",P8<br>NZ_PDBV01000001.1.region025<br>['lanthipeptide-class-ii']<br>nan<br>nan<br>GCF_49,BGC,2095.0,414.01,0.30
NZ_GL877878.1.region002,"(2033.1, 3087.0)",P2<br>NZ_GL877878.1.region002<br>['RRE-containing']<br>nan<br>nan<br>GCF_82,BGC,2033.1,3087.0,0.30
NZ_JAGPXE010000010.1.region001,"(2967.4, 80.0)",P5<br>NZ_JAGPXE010000010.1.region001<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_198,BGC,2967.4,80.0,0.30
NZ_CP031142.1.region035,"(1421.1, 1523.9)",P2<br>NZ_CP031142.1.region035<br>['RRE-containing']<br>nan<br>nan<br>GCF_199,BGC,1421.1,1523.9,0.30
NZ_JADDUE010000015.1.region001,"(1058.5, 1726.3)",P6<br>NZ_JADDUE010000015.1.region001<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_200,BGC,1058.5,1726.3,0.30
NZ_JACHIW010000001.1.region009,"(3340.1, 1723.0)",P4<br>NZ_JACHIW010000001.1.region009<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_202,BGC,3340.1,1723.0,0.30
NZ_FNVB01000003.1.region004,"(255.49, 2694.6)",P1<br>NZ_FNVB01000003.1.region004<br>['RiPP-like']<br>nan<br>nan<br>GCF_203,BGC,255.49,2694.6,0.30
NZ_CP054839.1.region015,"(601.49, 3242.0)",P8<br>NZ_CP054839.1.region015<br>['lanthipeptide-class-ii']<br>nan<br>nan<br>GCF_204,BGC,601.49,3242.0,0.30
NZ_JADDUE010000010.1.region001,"(969.51, 1485.4)",P6<br>NZ_JADDUE010000010.1.region001<br>['ranthipeptide']<br>nan<br>nan<br>GCF_209,BGC,969.51,1485.4,0.30
NZ_JADDUE010000002.1.region001,"(3280.0, 1082.6)",P6<br>NZ_JADDUE010000002.1.region001<br>['RiPP-like']<br>nan<br>nan<br>GCF_210,BGC,3280.0,1082.6,0.30
NZ_CP040605.1.region004,"(3329.5, 1826.6)",P2<br>NZ_CP040605.1.region004<br>['RRE-containing']<br>nan<br>nan<br>GCF_211,BGC,3329.5,1826.6,0.30
NZ_CP059556.1.region007,"(968.35, 1466.1)",P7<br>NZ_CP059556.1.region007<br>['ranthipeptide']<br>nan<br>nan<br>GCF_212,BGC,968.35,1466.1,0.30
NZ_VIWX01000001.1.region003,"(222.54, 1382.0)",P5<br>NZ_VIWX01000001.1.region003<br>['RiPP-like']<br>nan<br>nan<br>GCF_213,BGC,222.54,1382.0,0.30
NZ_JAGPXE010000011.1.region001,"(1358.3, 1383.0)",P5<br>NZ_JAGPXE010000011.1.region001<br>['RiPP-like']<br>nan<br>nan<br>GCF_214,BGC,1358.3,1383.0,0.30
NZ_JACHIW010000001.1.region015,"(1051.4, 1625.4)",P4<br>NZ_JACHIW010000001.1.region015<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_215,BGC,1051.4,1625.4,0.30
NZ_CP031142.1.region031,"(959.04, 1508.9)",P2<br>NZ_CP031142.1.region031<br>['ranthipeptide']<br>nan<br>nan<br>GCF_218,BGC,959.04,1508.9,0.30
NZ_JACHIV010000001.1.region021,"(1915.4, 1481.9)",P7<br>NZ_JACHIV010000001.1.region021<br>['lanthipeptide-class-v']<br>nan<br>nan<br>GCF_219,BGC,1915.4,1481.9,0.30
NZ_VWPH01000006.1.region001,"(1864.3, 2025.7)",P1<br>NZ_VWPH01000006.1.region001<br>['RiPP-like']<br>nan<br>nan<br>GCF_221,BGC,1864.3,2025.7,0.30
NZ_JAGPXE010000007.1.region001,"(1283.3, 1593.5)",P5<br>NZ_JAGPXE010000007.1.region001<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_222,BGC,1283.3,1593.5,0.30
NZ_RSAA01000010.1.region001,"(1775.4, 1775.1)",P5<br>NZ_RSAA01000010.1.region001<br>['RiPP-like']<br>nan<br>nan<br>GCF_223,BGC,1775.4,1775.1,0.30
NZ_JACHIV010000001.1.region007,"(2019.8, 1895.3)",P7<br>NZ_JACHIV010000001.1.region007<br>['ranthipeptide']<br>nan<br>nan<br>GCF_224,BGC,2019.8,1895.3,0.30
NZ_JACHIW010000001.1.region007,"(1052.1, 1684.2)",P4<br>NZ_JACHIW010000001.1.region007<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_227,BGC,1052.1,1684.2,0.30
NZ_CP102826.1.region002,"(1393.7, 1370.6)",P3<br>NZ_CP102826.1.region002<br>['RiPP-like']<br>nan<br>nan<br>GCF_229,BGC,1393.7,1370.6,0.30
BGC0001455.1,"(2832.1, 1023.1)",BGC0001455.1,MIBIG (BiG-SCAPE),2832.1,1023.1,0.30
BGC0000958.1,"(2917.6, 1029.4)",BGC0000958.1,MIBIG (BiG-SCAPE),2917.6,1029.4,0.30
BGC0001216.1,"(2899.4, 970.25)",BGC0001216.1,MIBIG (BiG-SCAPE),2899.4,970.25,0.30
NZ_CP061007.1.region017,"(2368.5, 3061.6)",P2<br>NZ_CP061007.1.region017<br>['NRPS']<br>nan<br>nan<br>GCF_88,BGC,2368.5,3061.6,0.30
NZ_PJNB01000001.1.region005,"(2454.4, 3074.4)",P2<br>NZ_PJNB01000001.1.region005<br>['NRPS']<br>nan<br>nan<br>GCF_88,BGC,2454.4,3074.4,0.30
NZ_GL877878.1.region012,"(2417.8, 3025.0)",P2<br>NZ_GL877878.1.region012<br>['NRPS']<br>nan<br>nan<br>GCF_88,BGC,2417.8,3025.0,0.30
NZ_JACHIW010000001.1.region005,"(1527.8, 1572.4)",P4<br>NZ_JACHIW010000001.1.region005<br>['NRPS-like']<br>nan<br>nan<br>GCF_242,BGC,1527.8,1572.4,0.30
NZ_VIWX01000001.1.region004,"(1090.5, 639.48)",P5<br>NZ_VIWX01000001.1.region004<br>['NAPAA']<br>nan<br>nan<br>GCF_249,BGC,1090.5,639.48,0.30
NZ_JACHIW010000001.1.region008,"(2565.1, 121.64)",P4<br>NZ_JACHIW010000001.1.region008<br>['NRPS-like']<br>nan<br>nan<br>GCF_253,BGC,2565.1,121.64,0.30
NZ_JAGPXE010000006.1.region001,"(1158.7, 514.0)",P5<br>NZ_JAGPXE010000006.1.region001<br>['NAPAA']<br>nan<br>nan<br>GCF_256,BGC,1158.7,514.0,0.30
NZ_FOZX01000004.1.region004,"(1771.3, 1752.6)",P5<br>NZ_FOZX01000004.1.region004<br>['NAPAA']<br>nan<br>nan<br>GCF_257,BGC,1771.3,1752.6,0.30
NZ_CP102826.1.region004,"(1931.3, 1513.2)",P3<br>NZ_CP102826.1.region004<br>['NRPS-like']<br>nan<br>nan<br>GCF_258,BGC,1931.3,1513.2,0.30
NZ_CP102826.1.region017,"(136.49, 3025.0)",P3<br>NZ_CP102826.1.region017<br>['NAPAA']<br>nan<br>nan<br>GCF_259,BGC,136.49,3025.0,0.30
BGC0000055.1,"(1734.6, 1981.9)",BGC0000055.1,MIBIG (BiG-SCAPE),1734.6,1981.9,0.30
BGC0000148.1,"(1447.2, 669.0)",BGC0000148.1,MIBIG (BiG-SCAPE),1447.2,669.0,0.30
NZ_JACHIW010000001.1.region010,"(3340.1, 1909.0)",P4<br>NZ_JACHIW010000001.1.region010<br>['T1PKS']<br>nan<br>nan<br>GCF_264,BGC,3340.1,1909.0,0.30
NZ_PJNB01000001.1.region035,"(1351.7, 1334.9)",P2<br>NZ_PJNB01000001.1.region035<br>['PKS-like']<br>nan<br>nan<br>GCF_63,BGC,1351.7,1334.9,0.30
NZ_CP061007.1.region010,"(1333.2, 1348.7)",P2<br>NZ_CP061007.1.region010<br>['PKS-like']<br>nan<br>nan<br>GCF_63,BGC,1333.2,1348.7,0.30
NZ_GL877879.1.region005,"(1376.7, 1332.0)",P2<br>NZ_GL877879.1.region005<br>['PKS-like']<br>nan<br>nan<br>GCF_63,BGC,1376.7,1332.0,0.30
NZ_CP061007.1.region001,"(1066.5, 3061.6)","P2<br>NZ_CP061007.1.region001<br>['hglE-KS', 'T1PKS']<br>nan<br>nan<br>GCF_93",BGC,1066.5,3061.6,0.30
NZ_GL877881.1.region001,"(1152.4, 3074.4)","P2<br>NZ_GL877881.1.region001<br>['hglE-KS', 'T1PKS']<br>nan<br>nan<br>GCF_93",BGC,1152.4,3074.4,0.30
NZ_PJNB01000001.1.region026,"(1115.8, 3025.0)","P2<br>NZ_PJNB01000001.1.region026<br>['hglE-KS', 'T1PKS']<br>nan<br>nan<br>GCF_93",BGC,1115.8,3025.0,0.30
NZ_CP040605.1.region001,"(2430.5, 3221.6)",P2<br>NZ_CP040605.1.region001<br>['hglE-KS']<br>nan<br>nan<br>GCF_282,BGC,2430.5,3221.6,0.30
NZ_JADDUE010000011.1.region001,"(3342.0, 2374.0)",P6<br>NZ_JADDUE010000011.1.region001<br>['hglE-KS']<br>nan<br>nan<br>GCF_290,BGC,3342.0,2374.0,0.30
NZ_VWPH01000021.1.region001,"(1281.4, 1739.5)",P1<br>NZ_VWPH01000021.1.region001<br>['PKS-like']<br>nan<br>nan<br>GCF_295,BGC,1281.4,1739.5,0.30
NZ_CP031142.1.region038,"(136.49, 18.0)","P2<br>NZ_CP031142.1.region038<br>['hglE-KS', 'T1PKS']<br>nan<br>nan<br>GCF_300",BGC,136.49,18.0,0.30
BGC0000659.1,"(1559.2, 2242.1)",BGC0000659.1,MIBIG (BiG-SCAPE),1559.2,2242.1,0.30
NZ_FOUP01000009.1.region001,"(1311.5, 1402.6)",P1<br>NZ_FOUP01000009.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_2,BGC,1311.5,1402.6,0.30
NZ_GL877881.1.region004,"(1438.5, 420.23)",P2<br>NZ_GL877881.1.region004<br>['terpene']<br>nan<br>nan<br>GCF_95,BGC,1438.5,420.23,0.30
NZ_PJNB01000001.1.region029,"(1530.4, 419.83)",P2<br>NZ_PJNB01000001.1.region029<br>['terpene']<br>nan<br>nan<br>GCF_95,BGC,1530.4,419.83,0.30
NZ_VWPH01000008.1.region001,"(1307.1, 1463.5)",P1<br>NZ_VWPH01000008.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_2,BGC,1307.1,1463.5,0.30
NC_009142.1.region038,"(3068.5, 1183.5)",P8<br>NC_009142.1.region038<br>['terpene']<br>nan<br>nan<br>GCF_66,BGC,3068.5,1183.5,0.30
NZ_CP069353.1.region039,"(3149.0, 1201.3)",P8<br>NZ_CP069353.1.region039<br>['terpene']<br>nan<br>nan<br>GCF_66,BGC,3149.0,1201.3,0.30
NZ_JABNNH010000001.1.region034,"(3113.8, 1165.0)",P8<br>NZ_JABNNH010000001.1.region034<br>['terpene']<br>nan<br>nan<br>GCF_66,BGC,3113.8,1165.0,0.30
NZ_RBXX01000002.1.region006,"(1308.0, 1421.5)",P1<br>NZ_RBXX01000002.1.region006<br>['terpene']<br>nan<br>nan<br>GCF_2,BGC,1308.0,1421.5,0.30
NZ_PDBV01000001.1.region037,"(3128.8, 1245.8)",P8<br>NZ_PDBV01000001.1.region037<br>['terpene']<br>nan<br>nan<br>GCF_66,BGC,3128.8,1245.8,0.30
NZ_CP061007.1.region022,"(3174.5, 953.63)",P2<br>NZ_CP061007.1.region022<br>['terpene']<br>nan<br>nan<br>GCF_97,BGC,3174.5,953.63,0.30
NZ_PJNB01000001.1.region010,"(3260.4, 966.35)",P2<br>NZ_PJNB01000001.1.region010<br>['terpene']<br>nan<br>nan<br>GCF_97,BGC,3260.4,966.35,0.30
NZ_FOZX01000005.1.region001,"(1165.6, 1048.8)",P5<br>NZ_FOZX01000005.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_68,BGC,1165.6,1048.8,0.30
NZ_GL877882.1.region001,"(3223.8, 917.0)",P2<br>NZ_GL877882.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_97,BGC,3223.8,917.0,0.30
NZ_CP061007.1.region004,"(1479.0, 390.0)",P2<br>NZ_CP061007.1.region004<br>['terpene']<br>nan<br>nan<br>GCF_95,BGC,1479.0,390.0,0.30
NZ_JAGPXE010000003.1.region002,"(1199.2, 1030.2)",P5<br>NZ_JAGPXE010000003.1.region002<br>['terpene']<br>nan<br>nan<br>GCF_68,BGC,1199.2,1030.2,0.30
NZ_RSAA01000001.1.region001,"(1123.9, 988.39)",P5<br>NZ_RSAA01000001.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_68,BGC,1123.9,988.39,0.30
NZ_JACHIW010000002.1.region012,"(1604.1, 3180.0)",P4<br>NZ_JACHIW010000002.1.region012<br>['terpene']<br>nan<br>nan<br>GCF_302,BGC,1604.1,3180.0,0.30
NZ_FOZX01000015.1.region001,"(223.19, 948.0)",P5<br>NZ_FOZX01000015.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_304,BGC,223.19,948.0,0.30
NZ_CP059556.1.region002,"(167.49, 1113.6)",P7<br>NZ_CP059556.1.region002<br>['terpene']<br>nan<br>nan<br>GCF_306,BGC,167.49,1113.6,0.30
NZ_JAGPXE010000003.1.region001,"(1944.4, 49.0)",P5<br>NZ_JAGPXE010000003.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_311,BGC,1944.4,49.0,0.30
NZ_CP031142.1.region028,"(3019.5, 1293.0)",P2<br>NZ_CP031142.1.region028<br>['terpene']<br>nan<br>nan<br>GCF_315,BGC,3019.5,1293.0,0.30
202087,"(1805.6, 1915.6)",202087<br>RiPP<br>0.9935370152761456<br>bacteriocin<br>0.9210732471602038<br>3.823006715830428<br>179<br>Streptomyces<br>0.2432432432432432,BiG-FAM model,1805.6,1915.6,0.30
201767,"(2145.5, 837.43)",201767<br>Other<br>0.999791449426486<br>ectoine<br>0.998696558915537<br>3.5936352298939127<br>557<br>Vibrio<br>0.3305526590198123,BiG-FAM model,2145.5,837.43,0.30
200946,"(1373.0, 1444.2)",200946<br>RiPP<br>0.7976354305265159<br>bacteriocin<br>0.7760349743394792<br>3.643686049106186<br>2485<br>Staphylococcus<br>0.2167344611290629,BiG-FAM model,1373.0,1444.2,0.30
212848,"(1922.7, 1144.5)",212848<br>Other<br>1.0<br>ectoine<br>1.0<br>1.2610176751766564<br>10<br>Streptomyces<br>0.6666666666666666,BiG-FAM model,1922.7,1144.5,0.30
203601,"(834.1, 1196.0)",203601<br>Other<br>0.9957325746799432<br>butyrolactone<br>0.9935988620199148<br>1.9242577157093803<br>77<br>Streptomyces<br>0.5825035561877667,BiG-FAM model,834.1,1196.0,0.30
201941,"(326.7, 2684.0)",201941<br>RiPP<br>0.9999578556979096<br>bacteriocin<br>0.9999578556979096<br>1.7577071414163024<br>149<br>Mycobacterium<br>0.5756911665542819,BiG-FAM model,326.7,2684.0,0.30
201608,"(3351.2, 1072.0)",201608<br>RiPP<br>0.72<br>bacteriocin<br>0.56<br>2.7888535522534665<br>18<br>Paenibacillus_B<br>0.12,BiG-FAM model,3351.2,1072.0,0.30
220588,"(3215.8, 529.3)",220588<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,3215.8,529.3,0.30
226546,"(2423.8, 2139.4)",226546<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2423.8,2139.4,0.30
205957,"(3020.1, 1931.7)",205957<br>RiPP<br>0.9963911945146156<br>sactipeptide<br>0.7537892457596536<br>4.600042633892427<br>537<br>Streptococcus<br>0.1553590761457957,BiG-FAM model,3020.1,1931.7,0.30
201585,"(1800.9, 917.0)",201585<br>Other<br>0.9993920590331642<br>siderophore<br>0.990524506310008<br>2.587492262692966<br>319<br>Escherichia<br>0.352773468617668,BiG-FAM model,1800.9,917.0,0.30
201888,"(2937.1, 1476.7)",201888<br>Other<br>0.9999196399871424<br>siderophore<br>0.9998392799742848<br>0.2975825343930812<br>43<br>Staphylococcus<br>0.942462230793957,BiG-FAM model,2937.1,1476.7,0.30
222687,"(3087.2, 818.9)",222687<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,3087.2,818.9,0.30
205309,"(1167.6, 1374.9)",205309<br>Terpene<br>0.711764705882353<br>terpene<br>0.711764705882353<br>2.2163056736289657<br>42<br>Rhodococcus<br>0.35,BiG-FAM model,1167.6,1374.9,0.30
209314,"(2697.3, 1197.7)",209314<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.5623351446188083<br>2<br>Saccharopolyspora<br>0.75,BiG-FAM model,2697.3,1197.7,0.30
203993,"(1564.7, 2030.8)",203993<br>Terpene<br>0.9832589285714286<br>terpene<br>0.9743303571428572<br>1.8442393933146903<br>33<br>Streptomyces<br>0.578125,BiG-FAM model,1564.7,2030.8,0.30
222180,"(1133.1, 1069.5)",222180<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1133.1,1069.5,0.30
208234,"(2694.1, 1394.6)",208234<br>Terpene<br>1.0<br>terpene<br>1.0<br>1.8811079577002063<br>12<br>Amycolatopsis<br>0.35,BiG-FAM model,2694.1,1394.6,0.30
213140,"(3211.0, 1003.0)",213140<br>RiPP<br>0.6646178514163549<br>bacteriocin<br>0.652592196686264<br>4.334721455303285<br>311<br>Acinetobacter<br>0.1624799572421165,BiG-FAM model,3211.0,1003.0,0.30
219910,"(2598.3, 951.74)",219910<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2598.3,951.74,0.30
221454,"(1531.7, 2241.2)",221454<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1531.7,2241.2,0.30
219331,"(276.79, 241.89)",219331<br>Other<br>1.0<br>phenazine<br>1.0<br>1.039720770839918<br>3<br>Saccharopolyspora<br>0.5,BiG-FAM model,276.79,241.89,0.30
201943,"(2413.6, 1279.9)",201943<br>Terpene<br>1.0<br>terpene<br>0.976303317535545<br>1.2743988970498124<br>19<br>Streptomyces<br>0.7203791469194313,BiG-FAM model,2413.6,1279.9,0.30
201682,"(238.7, 1103.0)",201682<br>Terpene<br>0.9997747494087172<br>terpene<br>0.9996621241130758<br>4.339795424164805<br>888<br>Burkholderia<br>0.2181551976573938,BiG-FAM model,238.7,1103.0,0.30
215277,"(3073.3, 1239.3)",215277<br>Terpene<br>0.9990406753645432<br>terpene<br>0.9990406753645432<br>4.735351644273965<br>459<br>Akkermansia<br>0.0809669992325402,BiG-FAM model,3073.3,1239.3,0.30
212831,"(1417.0, 1849.0)",212831<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1417.0,1849.0,0.30
201334,"(2480.2, 2345.2)",201334<br>Terpene<br>1.0<br>terpene<br>1.0<br>1.0570119549589445<br>6<br>Streptomyces<br>0.6585365853658537,BiG-FAM model,2480.2,2345.2,0.30
201830,"(2703.0, 2701.4)",201830<br>RiPP<br>0.9396893588896232<br>lassopeptide<br>0.9255893368583388<br>3.5317498453164475<br>216<br>Legionella<br>0.1440846001321877,BiG-FAM model,2703.0,2701.4,0.30
209725,"(3048.1, 1775.0)",209725<br>RiPP<br>0.971264367816092<br>bacteriocin<br>0.9080459770114944<br>2.050432558628404<br>21<br>Mycobacterium<br>0.3793103448275862,BiG-FAM model,3048.1,1775.0,0.30
202082,"(1091.4, 1712.7)",202082<br>Other<br>0.9989154013015183<br>indole<br>0.9956616052060736<br>3.473324448484298<br>93<br>Streptomyces<br>0.2060737527114967,BiG-FAM model,1091.4,1712.7,0.30
222179,"(1205.4, 1989.2)",222179<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1205.4,1989.2,0.30
220966,"(2608.8, 821.73)",220966<br>Saccharide<br>1.0<br>amglyccycl<br>1.0<br>1.2634794940650305<br>5<br>Streptomyces<br>0.4666666666666667,BiG-FAM model,2608.8,821.73,0.30
203048,"(1021.7, 1332.9)",203048<br>Other<br>1.0<br>indole<br>1.0<br>0.5223042841699631<br>5<br>Streptomyces<br>0.8769230769230769,BiG-FAM model,1021.7,1332.9,0.30
210179,"(1626.1, 1531.6)",210179<br>Terpene<br>0.9996150038499616<br>terpene<br>0.9978550214497856<br>4.146292746714134<br>514<br>Fusarium<br>0.2176878231217688,BiG-FAM model,1626.1,1531.6,0.30
203823,"(1221.8, 1840.0)",203823<br>Terpene<br>0.6836363636363636<br>terpene<br>0.68<br>2.80383349751342<br>59<br>Fusarium<br>0.3090909090909091,BiG-FAM model,1221.8,1840.0,0.30
202078,"(1652.8, 1786.9)",202078<br>RiPP<br>0.9984152139461172<br>lanthipeptide<br>0.9839936608557844<br>2.446827490633197<br>179<br>Streptococcus<br>0.4732171156893819,BiG-FAM model,1652.8,1786.9,0.30
222181,"(1778.9, 1900.0)",222181<br>RiPP<br>1.0<br>lanthipeptide<br>1.0<br>0.6365141682948128<br>2<br>Saccharopolyspora<br>0.6666666666666666,BiG-FAM model,1778.9,1900.0,0.30
217513,"(447.23, 793.0)",217513<br>Polyketide<br>1.0<br>T3PKS<br>1.0<br>2.045329069812914<br>13<br>Streptomyces<br>0.4193548387096774,BiG-FAM model,447.23,793.0,0.30
222337,"(1273.9, 2069.9)",222337<br>Terpene<br>1.0<br>terpene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1273.9,2069.9,0.30
202549,"(1254.4, 1745.7)",202549<br>RiPP<br>0.9996589940323956<br>lanthipeptide<br>0.9909633418584826<br>1.9802376690711725<br>226<br>Staphylococcus<br>0.5676044330775789,BiG-FAM model,1254.4,1745.7,0.30
202009,"(1291.3, 2100.9)",202009<br>Terpene<br>1.0<br>terpene<br>1.0<br>2.0957167309775158<br>18<br>Streptomyces<br>0.3963963963963964,BiG-FAM model,1291.3,2100.9,0.30
218572,"(1151.0, 1651.4)",218572<br>RiPP<br>0.9994834710743802<br>lanthipeptide<br>0.9979338842975206<br>2.3451251658320578<br>67<br>Streptomyces<br>0.4597107438016529,BiG-FAM model,1151.0,1651.4,0.30
200963,"(3243.5, 3149.0)",200963<br>Polyketide<br>0.9992<br>T1PKS<br>0.9904<br>1.6581621101807873<br>44<br>Streptomyces<br>0.5064,BiG-FAM model,3243.5,3149.0,0.30
208195,"(2386.0, 2619.4)",208195<br>Other<br>1.0<br>betalactone<br>1.0<br>0.5623351446188083<br>2<br>Rhodococcus<br>0.75,BiG-FAM model,2386.0,2619.4,0.30
220074,"(1388.0, 282.06)",220074<br>NRP<br>1.0<br>generic<br>1.0<br>0.6365141682948128<br>2<br>Saccharopolyspora<br>0.6666666666666666,BiG-FAM model,1388.0,282.06,0.30
209317,"(1447.6, 1442.5)",209317<br>NRP<br>1.0<br>NRPS-like<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1447.6,1442.5,0.30
212832,"(1134.6, 582.15)",212832<br>NRP<br>1.0<br>NRPS-like<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1134.6,582.15,0.30
220601,"(1854.2, 1638.8)",220601<br>Polyketide<br>1.0<br>T3PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1854.2,1638.8,0.30
222182,"(1777.7, 1877.9)",222182<br>NRP<br>1.0<br>NRPS-like<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1777.7,1877.9,0.30
221453,"(2269.2, 1374.5)",221453<br>RiPP<br>1.0<br>thiopeptide<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2269.2,1374.5,0.30
220596,"(1652.3, 1847.5)",220596<br>RiPP<br>0.5833333333333333<br>lanthipeptide<br>0.4166666666666666<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1652.3,1847.5,0.30
209303,"(1924.5, 2777.0)",209303<br>Polyketide<br>1.0<br>T1PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1924.5,2777.0,0.30
220589,"(918.1, 2893.1)",220589<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,918.1,2893.1,0.30
209310,"(1651.3, 1509.4)",209310<br>Polyketide<br>1.0<br>T3PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1651.3,1509.4,0.30
209305,"(2164.4, 1705.7)",209305<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2164.4,1705.7,0.30
209312,"(1845.1, 2315.9)",209312<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1845.1,2315.9,0.30
224615,"(2001.4, 2068.0)",224615<br>NRP<br>1.0<br>NRPS-like<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2001.4,2068.0,0.30
209316,"(1050.9, 2592.7)",209316<br>Other<br>1.0<br>other<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1050.9,2592.7,0.30
220604,"(912.76, 731.0)",220604<br>Other<br>1.0<br>other<br>0.5<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,912.76,731.0,0.30
219913,"(1689.6, 2466.7)",219913<br>Polyketide<br>1.0<br>T3PKS<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1689.6,2466.7,0.30
223006,"(2184.6, 2684.0)",223006<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2184.6,2684.0,0.30
209309,"(1258.5, 2792.8)",209309<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1258.5,2792.8,0.30
211928,"(2393.8, 2919.6)",211928<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,2393.8,2919.6,0.30
223005,"(1740.0, 1082.2)",223005<br>Other<br>1.0<br>arylpolyene<br>1.0<br>0.0<br>1<br>Saccharopolyspora<br>1.0,BiG-FAM model,1740.0,1082.2,0.30
