,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_CP054839.1.region035,"(990.35, 1336.9)",P8<br>NZ_CP054839.1.region035<br>['arylpolyene']<br>nan<br>nan<br>GCF_24,BGC,990.35,1336.9,0.30
NZ_JABNNH010000001.1.region033,"(1032.3, 1337.0)",P8<br>NZ_JABNNH010000001.1.region033<br>['arylpolyene']<br>nan<br>nan<br>GCF_24,BGC,1032.3,1337.0,0.30
NZ_GL877879.1.region001,"(397.05, 2380.3)",P2<br>NZ_GL877879.1.region001<br>['arylpolyene']<br>nan<br>nan<br>GCF_22,BGC,397.05,2380.3,0.30
NZ_CP061007.1.region021,"(2782.0, 1687.7)","P2<br>NZ_CP061007.1.region021<br>['phosphonate', 'other']<br>nan<br>nan<br>GCF_20",BGC,2782.0,1687.7,0.30
NZ_CP031142.1.region024,"(1277.3, 559.79)",P2<br>NZ_CP031142.1.region024<br>['butyrolactone']<br>nan<br>nan<br>GCF_98,BGC,1277.3,559.79,0.30
NZ_CP040605.1.region015,"(1349.2, 565.11)",P2<br>NZ_CP040605.1.region015<br>['butyrolactone']<br>nan<br>nan<br>GCF_98,BGC,1349.2,565.11,0.30
NZ_FOUP01000006.1.region001,"(2083.1, 208.64)","P1<br>NZ_FOUP01000006.1.region001<br>['lanthipeptide-class-i', 'PKS-like']<br>nan<br>nan<br>GCF_99",P1 | lanthipeptide BGC,2083.1,208.64,0.30
NZ_RBXX01000002.1.region005,"(2154.3, 198.0)","P1<br>NZ_RBXX01000002.1.region005<br>['lanthipeptide-class-i', 'PKS-like']<br>nan<br>nan<br>GCF_99",P1 | lanthipeptide BGC,2154.3,198.0,0.30
NC_009142.1.region035,"(896.98, 1396.3)",P8<br>NC_009142.1.region035<br>['other']<br>nan<br>nan<br>GCF_18,BGC,896.98,1396.3,0.30
NZ_CP040605.1.region026,"(1922.0, 3294.4)",P2<br>NZ_CP040605.1.region026<br>['arylpolyene']<br>nan<br>nan<br>GCF_12,BGC,1922.0,3294.4,0.30
NZ_VIWX01000002.1.region001,"(2534.3, 2024.0)",P5<br>NZ_VIWX01000002.1.region001<br>['indole']<br>nan<br>nan<br>GCF_25,BGC,2534.3,2024.0,0.30
NZ_JAGPXE010000004.1.region002,"(2456.7, 2095.7)",P5<br>NZ_JAGPXE010000004.1.region002<br>['indole']<br>nan<br>nan<br>GCF_25,BGC,2456.7,2095.7,0.30
NZ_CP059557.1.region020,"(1641.9, 1459.5)",P7<br>NZ_CP059557.1.region020<br>['arylpolyene']<br>nan<br>nan<br>GCF_57,BGC,1641.9,1459.5,0.30
NZ_CP069353.1.region037,"(1016.5, 1409.5)",P8<br>NZ_CP069353.1.region037<br>['other']<br>nan<br>nan<br>GCF_24,BGC,1016.5,1409.5,0.30
NC_009142.1.region036,"(1017.0, 1311.1)",P8<br>NC_009142.1.region036<br>['arylpolyene']<br>nan<br>nan<br>GCF_24,BGC,1017.0,1311.1,0.30
NC_009142.1.region013,"(1896.4, 2130.5)",P8<br>NC_009142.1.region013<br>['arylpolyene']<br>nan<br>nan<br>GCF_17,BGC,1896.4,2130.5,0.30
NZ_PDBV01000001.1.region035,"(911.84, 1526.9)",P8<br>NZ_PDBV01000001.1.region035<br>['other']<br>nan<br>nan<br>GCF_156,BGC,911.84,1526.9,0.30
NZ_RSAA01000010.1.region003,"(1231.2, 1680.5)",P5<br>NZ_RSAA01000010.1.region003<br>['arylpolyene']<br>nan<br>nan<br>GCF_159,BGC,1231.2,1680.5,0.30
NZ_JACHIV010000001.1.region017,"(1134.8, 574.93)",P7<br>NZ_JACHIV010000001.1.region017<br>['butyrolactone']<br>nan<br>nan<br>GCF_162,BGC,1134.8,574.93,0.30
NZ_CP040605.1.region009,"(2666.7, 2440.9)","P2<br>NZ_CP040605.1.region009<br>['RRE-containing', 'PKS-like', 'guanidinotides']<br>nan<br>nan<br>GCF_175",BGC,2666.7,2440.9,0.30
NZ_CP069353.1.region038,"(1030.1, 1218.0)",P8<br>NZ_CP069353.1.region038<br>['arylpolyene']<br>nan<br>nan<br>GCF_176,BGC,1030.1,1218.0,0.30
NZ_CP054839.1.region033,"(1721.2, 2557.4)","P8<br>NZ_CP054839.1.region033<br>['CDPS', 'redox-cofactor']<br>nan<br>nan<br>GCF_177",BGC,1721.2,2557.4,0.30
NZ_CP102826.1.region016,"(3496.5, 318.0)",P3<br>NZ_CP102826.1.region016<br>['other']<br>nan<br>nan<br>GCF_180,BGC,3496.5,318.0,0.30
NZ_CP054839.1.region036,"(1303.1, 1670.8)",P8<br>NZ_CP054839.1.region036<br>['ectoine']<br>nan<br>nan<br>GCF_184,BGC,1303.1,1670.8,0.30
NZ_CP031142.1.region016,"(3496.5, 1278.0)",P2<br>NZ_CP031142.1.region016<br>['indole']<br>nan<br>nan<br>GCF_186,BGC,3496.5,1278.0,0.30
NZ_CP059557.1.region008,"(3496.5, 2028.0)",P7<br>NZ_CP059557.1.region008<br>['betalactone']<br>nan<br>nan<br>GCF_188,BGC,3496.5,2028.0,0.30
NZ_CP059556.1.region024,"(766.49, 3408.0)",P7<br>NZ_CP059556.1.region024<br>['butyrolactone']<br>nan<br>nan<br>GCF_191,BGC,766.49,3408.0,0.30
NZ_CP054839.1.region013,"(136.49, 1428.0)",P8<br>NZ_CP054839.1.region013<br>['betalactone']<br>nan<br>nan<br>GCF_192,BGC,136.49,1428.0,0.30
NZ_CP031142.1.region013,"(136.49, 828.0)",P2<br>NZ_CP031142.1.region013<br>['betalactone']<br>nan<br>nan<br>GCF_197,BGC,136.49,828.0,0.30
NZ_CP031142.1.region030,"(1486.5, 48.0)",P2<br>NZ_CP031142.1.region030<br>['betalactone']<br>nan<br>nan<br>GCF_198,BGC,1486.5,48.0,0.30
NZ_RSAA01000020.1.region001,"(2321.2, 2028.6)",P5<br>NZ_RSAA01000020.1.region001<br>['indole']<br>nan<br>nan<br>GCF_200,BGC,2321.2,2028.6,0.30
NZ_PDBV01000001.1.region013,"(1989.3, 2270.9)",P8<br>NZ_PDBV01000001.1.region013<br>['arylpolyene']<br>nan<br>nan<br>GCF_202,BGC,1989.3,2270.9,0.30
NZ_JACHIW010000003.1.region002,"(1168.1, 168.0)",P4<br>NZ_JACHIW010000003.1.region002<br>['betalactone']<br>nan<br>nan<br>GCF_203,BGC,1168.1,168.0,0.30
NZ_JAGPXE010000011.1.region002,"(2337.4, 3348.0)",P5<br>NZ_JAGPXE010000011.1.region002<br>['ectoine']<br>nan<br>nan<br>GCF_214,BGC,2337.4,3348.0,0.30
NZ_RSAA01000007.1.region004,"(2621.2, 732.09)",P5<br>NZ_RSAA01000007.1.region004<br>['arylpolyene']<br>nan<br>nan<br>GCF_217,BGC,2621.2,732.09,0.30
NZ_CP069353.1.region003,"(196.49, 3178.6)",P8<br>NZ_CP069353.1.region003<br>['arylpolyene']<br>nan<br>nan<br>GCF_219,BGC,196.49,3178.6,0.30
NZ_VIWX01000001.1.region010,"(2755.1, 825.44)",P5<br>NZ_VIWX01000001.1.region010<br>['arylpolyene']<br>nan<br>nan<br>GCF_221,BGC,2755.1,825.44,0.30
BGC0001216,"(2355.0, 1905.1)","BGC0001216<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>s<br>p<br>l<br>e<br>n<br>o<br>c<br>i<br>n<br> <br>C<br>'<br>]<br>)",MIBIG (BiG-SCAPE),2355.0,1905.1,0.30
BGC0000958,"(2331.9, 1945.5)","BGC0000958<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>a<br>n<br>t<br>i<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (BiG-SCAPE),2331.9,1945.5,0.30
NZ_CP061007.1.region001,"(3286.5, 954.63)","P2<br>NZ_CP061007.1.region001<br>['hglE-KS', 'T1PKS']<br>nan<br>nan<br>GCF_66",BGC,3286.5,954.63,0.30
NZ_GL877881.1.region001,"(3372.4, 967.35)","P2<br>NZ_GL877881.1.region001<br>['hglE-KS', 'T1PKS']<br>nan<br>nan<br>GCF_66",BGC,3372.4,967.35,0.30
NZ_GL877879.1.region005,"(1010.3, 2574.2)",P2<br>NZ_GL877879.1.region005<br>['PKS-like']<br>nan<br>nan<br>GCF_27,BGC,1010.3,2574.2,0.30
NZ_PJNB01000001.1.region035,"(1099.6, 2565.5)",P2<br>NZ_PJNB01000001.1.region035<br>['PKS-like']<br>nan<br>nan<br>GCF_27,BGC,1099.6,2565.5,0.30
NZ_PJNB01000001.1.region026,"(3335.8, 918.0)","P2<br>NZ_PJNB01000001.1.region026<br>['hglE-KS', 'T1PKS']<br>nan<br>nan<br>GCF_66",BGC,3335.8,918.0,0.30
NZ_CP061007.1.region010,"(1052.1, 2538.0)",P2<br>NZ_CP061007.1.region010<br>['PKS-like']<br>nan<br>nan<br>GCF_27,BGC,1052.1,2538.0,0.30
NZ_CP040605.1.region001,"(1966.5, 3388.6)",P2<br>NZ_CP040605.1.region001<br>['hglE-KS']<br>nan<br>nan<br>GCF_245,BGC,1966.5,3388.6,0.30
NZ_JADDUE010000011.1.region001,"(2970.0, 138.0)",P6<br>NZ_JADDUE010000011.1.region001<br>['hglE-KS']<br>nan<br>nan<br>GCF_247,BGC,2970.0,138.0,0.30
NZ_VWPH01000021.1.region001,"(1735.1, 1263.2)",P1<br>NZ_VWPH01000021.1.region001<br>['PKS-like']<br>nan<br>nan<br>GCF_248,BGC,1735.1,1263.2,0.30
NZ_CP031142.1.region038,"(1816.5, 18.0)","P2<br>NZ_CP031142.1.region038<br>['hglE-KS', 'T1PKS']<br>nan<br>nan<br>GCF_255",BGC,1816.5,18.0,0.30
NZ_PJNB01000001.1.region012,"(2589.2, 288.0)",P2<br>NZ_PJNB01000001.1.region012<br>['CDPS']<br>nan<br>nan<br>GCF_74,BGC,2589.2,288.0,0.30
NZ_CP061007.1.region017,"(3076.5, 354.63)",P2<br>NZ_CP061007.1.region017<br>['NRPS']<br>nan<br>nan<br>GCF_75,BGC,3076.5,354.63,0.30
NZ_PJNB01000001.1.region005,"(3162.4, 367.35)",P2<br>NZ_PJNB01000001.1.region005<br>['NRPS']<br>nan<br>nan<br>GCF_75,BGC,3162.4,367.35,0.30
NZ_GL877878.1.region012,"(3125.8, 318.0)",P2<br>NZ_GL877878.1.region012<br>['NRPS']<br>nan<br>nan<br>GCF_75,BGC,3125.8,318.0,0.30
NZ_CP061007.1.region024,"(2579.5, 359.15)",P2<br>NZ_CP061007.1.region024<br>['CDPS']<br>nan<br>nan<br>GCF_74,BGC,2579.5,359.15,0.30
NZ_JADDUE010000007.1.region001,"(1590.0, 138.0)",P6<br>NZ_JADDUE010000007.1.region001<br>['CDPS']<br>nan<br>nan<br>GCF_271,BGC,1590.0,138.0,0.30
NZ_JACHIW010000001.1.region005,"(1654.2, 1515.3)",P4<br>NZ_JACHIW010000001.1.region005<br>['NRPS-like']<br>nan<br>nan<br>GCF_272,BGC,1654.2,1515.3,0.30
NZ_VIWX01000001.1.region004,"(3100.5, 2723.5)",P5<br>NZ_VIWX01000001.1.region004<br>['NAPAA']<br>nan<br>nan<br>GCF_277,BGC,3100.5,2723.5,0.30
NZ_JAGPXE010000006.1.region001,"(3168.7, 2598.0)",P5<br>NZ_JAGPXE010000006.1.region001<br>['NAPAA']<br>nan<br>nan<br>GCF_280,BGC,3168.7,2598.0,0.30
NZ_CP102826.1.region017,"(2176.5, 18.0)",P3<br>NZ_CP102826.1.region017<br>['NAPAA']<br>nan<br>nan<br>GCF_284,BGC,2176.5,18.0,0.30
NZ_JACHIW010000001.1.region008,"(358.08, 1198.6)",P4<br>NZ_JACHIW010000001.1.region008<br>['NRPS-like']<br>nan<br>nan<br>GCF_288,BGC,358.08,1198.6,0.30
NZ_CP102826.1.region004,"(1740.1, 1851.9)",P3<br>NZ_CP102826.1.region004<br>['NRPS-like']<br>nan<br>nan<br>GCF_293,BGC,1740.1,1851.9,0.30
NZ_FOZX01000004.1.region004,"(1545.1, 1952.7)",P5<br>NZ_FOZX01000004.1.region004<br>['NAPAA']<br>nan<br>nan<br>GCF_294,BGC,1545.1,1952.7,0.30
NZ_FOME01000001.1.region002,"(2728.9, 2408.6)",P1<br>NZ_FOME01000001.1.region002<br>['ranthipeptide']<br>nan<br>nan<br>GCF_7,BGC,2728.9,2408.6,0.30
NZ_FOUP01000002.1.region003,"(2753.2, 2337.1)",P1<br>NZ_FOUP01000002.1.region003<br>['ranthipeptide']<br>nan<br>nan<br>GCF_7,BGC,2753.2,2337.1,0.30
NC_009142.1.region009,"(2494.1, 208.64)",P8<br>NC_009142.1.region009<br>['redox-cofactor']<br>nan<br>nan<br>GCF_115,BGC,2494.1,208.64,0.30
NZ_JABNNH010000001.1.region005,"(2565.3, 198.0)",P8<br>NZ_JABNNH010000001.1.region005<br>['redox-cofactor']<br>nan<br>nan<br>GCF_115,BGC,2565.3,198.0,0.30
NZ_JAGPXE010000009.1.region001,"(2606.1, 2403.7)",P5<br>NZ_JAGPXE010000009.1.region001<br>['ranthipeptide']<br>nan<br>nan<br>GCF_36,BGC,2606.1,2403.7,0.30
NZ_VIWX01000001.1.region007,"(2620.7, 2370.5)",P5<br>NZ_VIWX01000001.1.region007<br>['ranthipeptide']<br>nan<br>nan<br>GCF_36,BGC,2620.7,2370.5,0.30
NZ_FNVB01000002.1.region005,"(2756.8, 2393.9)",P1<br>NZ_FNVB01000002.1.region005<br>['ranthipeptide']<br>nan<br>nan<br>GCF_7,BGC,2756.8,2393.9,0.30
NZ_VWPH01000016.1.region001,"(2708.7, 2381.4)",P1<br>NZ_VWPH01000016.1.region001<br>['ranthipeptide']<br>nan<br>nan<br>GCF_7,BGC,2708.7,2381.4,0.30
NC_009142.1.region026,"(1481.4, 3234.6)",P8<br>NC_009142.1.region026<br>['ranthipeptide']<br>nan<br>nan<br>GCF_37,BGC,1481.4,3234.6,0.30
NZ_CP054839.1.region014,"(1567.3, 3247.4)",P8<br>NZ_CP054839.1.region014<br>['ranthipeptide']<br>nan<br>nan<br>GCF_37,BGC,1567.3,3247.4,0.30
NZ_RSAA01000007.1.region002,"(2597.1, 2337.5)",P5<br>NZ_RSAA01000007.1.region002<br>['ranthipeptide']<br>nan<br>nan<br>GCF_36,BGC,2597.1,2337.5,0.30
NZ_JACCFJ010000001.1.region004,"(2718.7, 2343.1)",P1<br>NZ_JACCFJ010000001.1.region004<br>['ranthipeptide']<br>nan<br>nan<br>GCF_7,BGC,2718.7,2343.1,0.30
NZ_CP031142.1.region018,"(226.49, 3058.6)",P2<br>NZ_CP031142.1.region018<br>['RRE-containing']<br>nan<br>nan<br>GCF_116,BGC,226.49,3058.6,0.30
NZ_CP040605.1.region022,"(297.7, 3048.0)",P2<br>NZ_CP040605.1.region022<br>['RRE-containing']<br>nan<br>nan<br>GCF_116,BGC,297.7,3048.0,0.30
NZ_CP040605.1.region016,"(2266.5, 1066.3)","P2<br>NZ_CP040605.1.region016<br>['thiopeptide', 'LAP']<br>nan<br>nan<br>GCF_117",BGC,2266.5,1066.3,0.30
NZ_GL877878.1.region002,"(3376.5, 229.93)",P2<br>NZ_GL877878.1.region002<br>['RRE-containing']<br>nan<br>nan<br>GCF_79,BGC,3376.5,229.93,0.30
NZ_PJNB01000001.1.region018,"(3448.7, 230.41)",P2<br>NZ_PJNB01000001.1.region018<br>['RRE-containing']<br>nan<br>nan<br>GCF_79,BGC,3448.7,230.41,0.30
NZ_RBXX01000002.1.region007,"(2767.2, 2363.9)",P1<br>NZ_RBXX01000002.1.region007<br>['ranthipeptide']<br>nan<br>nan<br>GCF_7,BGC,2767.2,2363.9,0.30
NZ_JABNNH010000001.1.region022,"(3210.7, 1699.9)",P8<br>NZ_JABNNH010000001.1.region022<br>['lanthipeptide-class-ii']<br>nan<br>nan<br>GCF_80,P8 | lanthipeptide BGC,3210.7,1699.9,0.30
NZ_PDBV01000001.1.region026,"(3282.9, 1700.4)",P8<br>NZ_PDBV01000001.1.region026<br>['ranthipeptide']<br>nan<br>nan<br>GCF_80,BGC,3282.9,1700.4,0.30
NZ_PDBV01000001.1.region025,"(1429.4, 1985.0)",P8<br>NZ_PDBV01000001.1.region025<br>['lanthipeptide-class-ii']<br>nan<br>nan<br>GCF_119,P8 | BGC (Erythreapeptin),1429.4,1985.0,0.30
NZ_FOZX01000004.1.region002,"(2570.8, 2365.4)",P5<br>NZ_FOZX01000004.1.region002<br>['ranthipeptide']<br>nan<br>nan<br>GCF_36,BGC,2570.8,2365.4,0.30
NZ_CP054839.1.region020,"(1135.4, 2003.7)",P8<br>NZ_CP054839.1.region020<br>['lanthipeptide-class-iv']<br>nan<br>nan<br>GCF_78,P8 | lanthipeptide BGC,1135.4,2003.7,0.30
NZ_JABNNH010000001.1.region023,"(1530.7, 3198.0)",P8<br>NZ_JABNNH010000001.1.region023<br>['ranthipeptide']<br>nan<br>nan<br>GCF_37,BGC,1530.7,3198.0,0.30
NZ_CP061007.1.region030,"(3413.1, 168.0)",P2<br>NZ_CP061007.1.region030<br>['RRE-containing']<br>nan<br>nan<br>GCF_79,BGC,3413.1,168.0,0.30
NZ_CP069353.1.region027,"(1517.9, 3284.0)",P8<br>NZ_CP069353.1.region027<br>['lanthipeptide-class-ii']<br>nan<br>nan<br>GCF_37,P8 | lanthipeptide BGC,1517.9,3284.0,0.30
NC_009142.1.region025,"(3247.3, 1638.0)",P8<br>NC_009142.1.region025<br>['lanthipeptide-class-ii']<br>nan<br>nan<br>GCF_80,P8 | lanthipeptide BGC,3247.3,1638.0,0.30
NZ_JAGPXE010000011.1.region001,"(1137.4, 3348.0)",P5<br>NZ_JAGPXE010000011.1.region001<br>['RiPP-like']<br>nan<br>nan<br>GCF_298,BGC,1137.4,3348.0,0.30
NZ_JACHIW010000001.1.region007,"(1303.9, 1066.6)",P4<br>NZ_JACHIW010000001.1.region007<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_299,P4 | lanthipeptide BGC,1303.9,1066.6,0.30
NZ_CP031142.1.region035,"(1193.0, 2183.6)",P2<br>NZ_CP031142.1.region035<br>['RRE-containing']<br>nan<br>nan<br>GCF_300,BGC,1193.0,2183.6,0.30
NZ_PDBV01000001.1.region009,"(1601.8, 3378.0)",P8<br>NZ_PDBV01000001.1.region009<br>['redox-cofactor']<br>nan<br>nan<br>GCF_301,BGC,1601.8,3378.0,0.30
NZ_CP040605.1.region004,"(166.49, 1018.6)",P2<br>NZ_CP040605.1.region004<br>['RRE-containing']<br>nan<br>nan<br>GCF_302,BGC,166.49,1018.6,0.30
NZ_JADDUE010000010.1.region001,"(2699.9, 2441.4)",P6<br>NZ_JADDUE010000010.1.region001<br>['ranthipeptide']<br>nan<br>nan<br>GCF_305,BGC,2699.9,2441.4,0.30
NZ_CP059556.1.region007,"(2735.7, 2301.8)",P7<br>NZ_CP059556.1.region007<br>['ranthipeptide']<br>nan<br>nan<br>GCF_306,BGC,2735.7,2301.8,0.30
NZ_CP069353.1.region010,"(3526.5, 528.0)",P8<br>NZ_CP069353.1.region010<br>['redox-cofactor']<br>nan<br>nan<br>GCF_307,BGC,3526.5,528.0,0.30
NZ_JADDUE010000002.1.region001,"(2010.0, 108.0)",P6<br>NZ_JADDUE010000002.1.region001<br>['RiPP-like']<br>nan<br>nan<br>GCF_310,BGC,2010.0,108.0,0.30
NZ_CP102826.1.region002,"(3526.5, 738.0)",P3<br>NZ_CP102826.1.region002<br>['RiPP-like']<br>nan<br>nan<br>GCF_311,BGC,3526.5,738.0,0.30
NZ_VWPH01000006.1.region001,"(225.09, 2748.0)",P1<br>NZ_VWPH01000006.1.region001<br>['RiPP-like']<br>nan<br>nan<br>GCF_314,BGC,225.09,2748.0,0.30
NZ_CP054839.1.region015,"(3526.5, 2208.0)",P8<br>NZ_CP054839.1.region015<br>['lanthipeptide-class-ii']<br>nan<br>nan<br>GCF_315,P8 | lanthipeptide BGC,3526.5,2208.0,0.30
NZ_JADDUE010000013.1.region001,"(2460.0, 108.0)",P6<br>NZ_JADDUE010000013.1.region001<br>['redox-cofactor']<br>nan<br>nan<br>GCF_316,BGC,2460.0,108.0,0.30
NZ_CP031142.1.region031,"(2635.6, 2437.4)",P2<br>NZ_CP031142.1.region031<br>['ranthipeptide']<br>nan<br>nan<br>GCF_321,BGC,2635.6,2437.4,0.30
NZ_CP069353.1.region028,"(2776.5, 3438.0)",P8<br>NZ_CP069353.1.region028<br>['ranthipeptide']<br>nan<br>nan<br>GCF_322,BGC,2776.5,3438.0,0.30
NZ_CP040605.1.region021,"(2416.5, 3438.0)",P2<br>NZ_CP040605.1.region021<br>['redox-cofactor']<br>nan<br>nan<br>GCF_323,BGC,2416.5,3438.0,0.30
NZ_CP054839.1.region010,"(1686.5, 1802.7)",P8<br>NZ_CP054839.1.region010<br>['redox-cofactor']<br>nan<br>nan<br>GCF_325,BGC,1686.5,1802.7,0.30
NZ_JACHIV010000001.1.region021,"(1601.1, 1806.4)",P7<br>NZ_JACHIV010000001.1.region021<br>['lanthipeptide-class-v']<br>nan<br>nan<br>GCF_326,P7 | lanthipeptide BGC,1601.1,1806.4,0.30
NZ_FNVB01000003.1.region004,"(282.49, 1528.6)",P1<br>NZ_FNVB01000003.1.region004<br>['RiPP-like']<br>nan<br>nan<br>GCF_327,BGC,282.49,1528.6,0.30
NZ_JAGPXE010000010.1.region001,"(237.43, 618.0)",P5<br>NZ_JAGPXE010000010.1.region001<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_328,P5 | lanthipeptide BGC,237.43,618.0,0.30
NZ_JADDUE010000015.1.region001,"(1239.7, 1136.6)",P6<br>NZ_JADDUE010000015.1.region001<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_330,P6 | lanthipeptide BGC,1239.7,1136.6,0.30
NZ_JACHIV010000001.1.region007,"(1697.5, 2206.6)",P7<br>NZ_JACHIV010000001.1.region007<br>['ranthipeptide']<br>nan<br>nan<br>GCF_337,BGC,1697.5,2206.6,0.30
NZ_RSAA01000010.1.region001,"(1570.3, 1947.9)",P5<br>NZ_RSAA01000010.1.region001<br>['RiPP-like']<br>nan<br>nan<br>GCF_340,BGC,1570.3,1947.9,0.30
NZ_JACHIW010000001.1.region009,"(3478.1, 2118.0)",P4<br>NZ_JACHIW010000001.1.region009<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_341,P4 | lanthipeptide BGC,3478.1,2118.0,0.30
NZ_JAGPXE010000007.1.region001,"(1390.6, 1244.8)",P5<br>NZ_JAGPXE010000007.1.region001<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_344,P5 | lanthipeptide BGC,1390.6,1244.8,0.30
NZ_JACHIW010000001.1.region015,"(1268.6, 1097.9)",P4<br>NZ_JACHIW010000001.1.region015<br>['lanthipeptide-class-i']<br>nan<br>nan<br>GCF_345,P4 | lanthipeptide BGC,1268.6,1097.9,0.30
NZ_VIWX01000001.1.region003,"(190.54, 78.0)",P5<br>NZ_VIWX01000001.1.region003<br>['RiPP-like']<br>nan<br>nan<br>GCF_348,BGC,190.54,78.0,0.30
NZ_FOZX01000005.1.region001,"(1135.6, 2824.3)",P5<br>NZ_FOZX01000005.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_43,BGC,1135.6,2824.3,0.30
NZ_RSAA01000001.1.region001,"(1104.5, 2899.2)",P5<br>NZ_RSAA01000001.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_43,BGC,1104.5,2899.2,0.30
NZ_GL877881.1.region004,"(3226.5, 3168.2)",P2<br>NZ_GL877881.1.region004<br>['terpene']<br>nan<br>nan<br>GCF_83,BGC,3226.5,3168.2,0.30
NZ_PJNB01000001.1.region029,"(3318.4, 3167.8)",P2<br>NZ_PJNB01000001.1.region029<br>['terpene']<br>nan<br>nan<br>GCF_83,BGC,3318.4,3167.8,0.30
NZ_VWPH01000008.1.region001,"(1540.3, 1227.5)",P1<br>NZ_VWPH01000008.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_2,BGC,1540.3,1227.5,0.30
NZ_JAGPXE010000003.1.region002,"(1047.4, 2840.9)",P5<br>NZ_JAGPXE010000003.1.region002<br>['terpene']<br>nan<br>nan<br>GCF_43,BGC,1047.4,2840.9,0.30
NZ_CP061007.1.region022,"(3376.5, 3049.9)",P2<br>NZ_CP061007.1.region022<br>['terpene']<br>nan<br>nan<br>GCF_86,BGC,3376.5,3049.9,0.30
NZ_GL877882.1.region001,"(3448.7, 3050.4)",P2<br>NZ_GL877882.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_86,BGC,3448.7,3050.4,0.30
NZ_RBXX01000002.1.region006,"(1454.0, 1199.6)",P1<br>NZ_RBXX01000002.1.region006<br>['terpene']<br>nan<br>nan<br>GCF_2,BGC,1454.0,1199.6,0.30
NZ_FOUP01000009.1.region001,"(1448.6, 1172.9)",P1<br>NZ_FOUP01000009.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_2,BGC,1448.6,1172.9,0.30
NZ_PJNB01000001.1.region010,"(3413.1, 2988.0)",P2<br>NZ_PJNB01000001.1.region010<br>['terpene']<br>nan<br>nan<br>GCF_86,BGC,3413.1,2988.0,0.30
NZ_CP061007.1.region004,"(3267.0, 3138.0)",P2<br>NZ_CP061007.1.region004<br>['terpene']<br>nan<br>nan<br>GCF_83,BGC,3267.0,3138.0,0.30
NZ_CP069353.1.region039,"(3286.5, 1189.9)",P8<br>NZ_CP069353.1.region039<br>['terpene']<br>nan<br>nan<br>GCF_89,BGC,3286.5,1189.9,0.30
NZ_JABNNH010000001.1.region034,"(3358.7, 1190.4)",P8<br>NZ_JABNNH010000001.1.region034<br>['terpene']<br>nan<br>nan<br>GCF_89,BGC,3358.7,1190.4,0.30
NC_009142.1.region037,"(3323.1, 1128.0)",P8<br>NC_009142.1.region037<br>['terpene']<br>nan<br>nan<br>GCF_89,BGC,3323.1,1128.0,0.30
NZ_JACHIW010000002.1.region012,"(3478.1, 2688.0)",P4<br>NZ_JACHIW010000002.1.region012<br>['terpene']<br>nan<br>nan<br>GCF_351,BGC,3478.1,2688.0,0.30
NZ_PDBV01000001.1.region037,"(1121.8, 78.0)",P8<br>NZ_PDBV01000001.1.region037<br>['terpene']<br>nan<br>nan<br>GCF_356,BGC,1121.8,78.0,0.30
NZ_JAGPXE010000003.1.region001,"(717.43, 108.0)",P5<br>NZ_JAGPXE010000003.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_362,BGC,717.43,108.0,0.30
NZ_CP031142.1.region028,"(1246.5, 3438.0)",P2<br>NZ_CP031142.1.region028<br>['terpene']<br>nan<br>nan<br>GCF_371,BGC,1246.5,3438.0,0.30
NZ_CP059556.1.region002,"(436.49, 3438.0)",P7<br>NZ_CP059556.1.region002<br>['terpene']<br>nan<br>nan<br>GCF_374,BGC,436.49,3438.0,0.30
NZ_FOZX01000015.1.region001,"(2861.2, 48.0)",P5<br>NZ_FOZX01000015.1.region001<br>['terpene']<br>nan<br>nan<br>GCF_380,BGC,2861.2,48.0,0.30
201767,"(973.6, 894.76)",201767<br>Other<br>0.999791449426486<br>ectoine<br>0.998696558915537<br>3.5936352298939127<br>557<br>Vibrio<br>0.3305526590198123,BiG-FAM model,973.6,894.76,0.30
212848,"(1220.0, 1608.8)",212848<br>Other<br>1.0<br>ectoine<br>1.0<br>1.2610176751766564<br>10<br>Streptomyces<br>0.6666666666666666,BiG-FAM model,1220.0,1608.8,0.30
