feat_id,file_id,seq_id,start,end,strand,type,introns,parent_ids,source,score,phase,name,protocluster_number,tool,a_stool,product,cutoff,neighbourhood,category,contig_edge,core_location,detection_rule,candidate_cluster_number,kind,protoclusters,detection_rules,label,subregion_number,rules,subregion_numbers,candidate_cluster_numbers,region_number,locus_tag.x,dbxref,function,transl_table,gene_kind,gene_functions,sec_met_domain,protein_id,note,a_s_tool,prepeptide,peptide,molecular_weight,core_sequence,leader_sequence,alternative_weights,predicted_class,leader_location,monoisotopic_mass,inference,ec_number,nrps_pks,a_s_domain,detection,database,evalue,protein_start,domain_id,protein_end,domain_subtype,specificity,estimated_length,gap_type,linkage_evidence,geom_id,cluster_id,cluster_n,locus_tag.y,cluster_label
cds-MNMGINNK_29490,Erythreapeptin_6.1.1,NZ_JABNNH010000001.1.region020,18154,18417,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MNMGINNK_29490,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-MNMGINNK_29490,cog_12,5,MNMGINNK_29490,medium
cds-MNMGINNK_29500,Erythreapeptin_6.1.1,NZ_JABNNH010000001.1.region020,18520,19449,-,CDS,,,NA,NA,NA,spmT,NA,NA,NA,Sphingomyelinase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MNMGINNK_29500,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WKQ1",3.1.4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-MNMGINNK_29500,cog_13,5,MNMGINNK_29500,medium
cds-NFDOCLAH_35870,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,3081,4010,+,CDS,,,NA,NA,0,spmT,NA,NA,NA,Sphingomyelinase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35870,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WKQ1",3.1.4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35870,cog_13,5,NFDOCLAH_35870,medium
cds-NFDOCLAH_35880,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,4118,4381,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35880,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35880,cog_12,5,NFDOCLAH_35880,medium
cds-NFDOCLAH_35890,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,4716,6305,+,CDS,,,NA,NA,0,clsB,NA,NA,NA,Cardiolipin synthase B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35890,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01917",2.7.8.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35890,cog_11,5,NFDOCLAH_35890,medium
cds-NFDOCLAH_35900,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,6329,8038,-,CDS,,,NA,NA,0,btuD_8,NA,NA,NA,Vitamin B12 import ATP-binding protein BtuD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35900,NA,NA,11,transport,transport (smcogs) SMCOG1288:ABCtransporter related protein (Score: 201.9%3b E-value: 3e-61),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01005",7.6.2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35900,cog_01,32,NFDOCLAH_35900,cog_01 (32)
cds-NFDOCLAH_35910,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,8035,9693,-,CDS,,,NA,NA,0,ramA_1,NA,NA,NA,ABC transporter ATP-binding protein RamA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35910,COG:COG1132,NA,11,transport,transport (smcogs) SMCOG1288:ABCtransporter related protein (Score: 307.9%3b E-value:2.3e-93),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35910,cog_01,32,NFDOCLAH_35910,cog_01 (32)
cds-NFDOCLAH_35920,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,9789,9932,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35920,NA,NA,11,biosynthetic-additional,biosynthetic-additional (lanthipeptides)predicted lanthipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35920,cog_03,15,NFDOCLAH_35920,cog_03 (15)
cds-NFDOCLAH_35930,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,10001,12535,-,CDS,,,NA,NA,0,ramC_1,NA,NA,NA,putative SapB synthase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35930,COG:COG0515,NA,11,biosynthetic,"biosynthetic (rule-based-clusters)lanthipeptide-class-iii: micKC,biosynthetic-additional(rule-based-clusters) Pkinase,biosynthetic-additional(rule-based-clusters) APH,regulatory (smcogs)SMCOG1030:serine/threonine protein kinase (Score: 81.5%3bE-value: 1.2e-24)","Pkinase (E-value: 2.2e-11, bitscore: 42.4,seeds: 54, tool: rule-based-clusters),micKC (E-value: 0.0, bitscore: 1080.9,seeds: 18, tool: rule-based-clusters),APH (E-value: 1.6e-07, bitscore: 30.3,seeds: 156, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88037",2.7.-.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35930,cog_02,16,NFDOCLAH_35930,cog_02 (16)
cds-NFDOCLAH_35940,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,13030,13404,+,CDS,,,NA,NA,0,yjbR,NA,NA,NA,putative protein YjbR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35940,COG:COG2315,NA,11,other,other (smcogs) SMCOG1198:hypotheticalprotein (Score: 111.6%3b E-value: 3.9e-34),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0AF50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35940,cog_100,1,NFDOCLAH_35940,rare
cds-NFDOCLAH_35950,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,13622,14104,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35950,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35950,cog_101,1,NFDOCLAH_35950,rare
cds-NFDOCLAH_35960,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,14292,16715,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35960,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35960,cog_102,1,NFDOCLAH_35960,rare
cds-NFDOCLAH_35970,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,16928,17365,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35970,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35970,cog_103,1,NFDOCLAH_35970,rare
cds-NFDOCLAH_35980,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,17367,17969,-,CDS,,,NA,NA,0,yxaF,NA,NA,NA,putative HTH-type transcriptional regulator YxaF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35980,NA,NA,11,regulatory,regulatory (smcogs) SMCOG1057:TetR familytranscriptional regulator (Score: 88.1%3b E-value: 1.7e-26),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P42105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35980,cog_104,1,NFDOCLAH_35980,rare
cds-NFDOCLAH_35990,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,18090,19136,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_35990,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_35990,cog_10,5,NFDOCLAH_35990,medium
cds-NFDOCLAH_36000,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,19133,20143,-,CDS,,,NA,NA,0,NA,NA,NA,NA,Hydroxypyruvate reductase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_36000,COG:COG0111,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1072:dehydrogenase (Score: 263.6%3b E-value: 2.8e-80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9X1C1",1.1.1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_36000,cog_09,5,NFDOCLAH_36000,medium
cds-NFDOCLAH_36010,Erythreapeptin_6.1.1,NZ_CP054839.1.region018,20430,21836,-,CDS,,,NA,NA,NA,frc_2,NA,NA,NA,Formyl-CoA:oxalate CoA-transferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFDOCLAH_36010,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1189:L-carnitine dehydratase/bile acid-inducible(Score: 158.8%3b E-value: 2.9e-48),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00742",2.8.3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-NFDOCLAH_36010,cog_08,5,NFDOCLAH_36010,medium
cds-OOOGHNGE_59610,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,1,1269,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59610,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59610,cog_19,4,OOOGHNGE_59610,rare
cds-OOOGHNGE_59620,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,1488,2207,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59620,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59620,cog_43,3,OOOGHNGE_59620,rare
cds-OOOGHNGE_59630,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,2483,3931,+,CDS,,,NA,NA,0,tpl,NA,NA,NA,Tyrosine phenol-lyase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59630,COG:COG3033,NA,11,biosynthetic-additional,biosynthetic-additional(rule-based-clusters) DegT_DnrJ_EryC1,"DegT_DnrJ_EryC1 (E-value: 4.5e-06,bitscore: 25.0, seeds: 38, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q08897",4.1.99.2,"Domain: Beta_elim_lyase (47-424). E-value:6e-89. Score: 289.9. Matches aSDomain:nrpspksdomains_OOOGHNGE_59630_Beta_elim_lyase.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59630,cog_38,4,OOOGHNGE_59630,rare
cds-OOOGHNGE_59640,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,3928,4131,-,CDS,,,NA,NA,0,sti_2,NA,NA,NA,subtilase-type protease inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59640,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59640,cog_44,3,OOOGHNGE_59640,rare
cds-OOOGHNGE_59650,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,4454,4699,+,CDS,,,NA,NA,0,fkbM,NA,NA,NA,31-O-demethyl-FK506 methyltransferase FkbM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59650,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P74838",2.1.1.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59650,cog_45,3,OOOGHNGE_59650,rare
cds-OOOGHNGE_59660,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,4710,4997,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59660,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59660,cog_46,3,OOOGHNGE_59660,rare
cds-OOOGHNGE_59670,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,4997,6157,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59670,NA,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) MGT,biosynthetic-additional (smcogs)SMCOG1062:glycosyltransferase, MGT family (Score: 125.8%3bE-value: 4.2e-38)","MGT (E-value: 1.1e-30, bitscore: 106.1,seeds: 193, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59670,cog_57,3,OOOGHNGE_59670,rare
cds-OOOGHNGE_59680,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,6202,7224,+,CDS,,,NA,NA,0,pat_2,NA,NA,NA,Putative phenylalanine aminotransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59680,COG:COG0079,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1019:aminotransferase (Score: 145%3b E-value: 5.2e-44),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0R5X8",2.6.1.-,"Domain: Aminotran_1_2 (16-330). E-value:2.3e-47. Score: 153.7. Matches aSDomain:nrpspksdomains_OOOGHNGE_59680_Aminotran_1_2.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59680,cog_20,4,OOOGHNGE_59680,rare
cds-OOOGHNGE_59690,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,7221,8231,+,CDS,,,NA,NA,0,ispB,NA,NA,NA,Octaprenyl diphosphate synthase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59690,COG:COG0142,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1182:Polyprenyl synthetase (Score: 256.6%3b E-value:4.3e-78),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P44916",2.5.1.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59690,cog_47,3,OOOGHNGE_59690,rare
cds-OOOGHNGE_59700,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,8234,9247,+,CDS,,,NA,NA,0,cyoE_2,NA,NA,NA,Protoheme IX farnesyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59700,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00154",2.5.1.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59700,cog_21,4,OOOGHNGE_59700,rare
cds-OOOGHNGE_59710,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,9244,10905,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59710,NA,NA,11,biosynthetic,biosynthetic (rule-based-clusters)terpene: terpene_cyclase,"terpene_cyclase (E-value: 1.9e-54,bitscore: 183.6, seeds: 14, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59710,cog_22,4,OOOGHNGE_59710,rare
cds-OOOGHNGE_59720,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,10902,12149,+,CDS,,,NA,NA,0,mhpA_2,NA,NA,NA,3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamicacid hydroxylase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59720,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1050:monooxygenase FAD-binding (Score: 157.1%3b E-value:1.2e-47),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01652",1.14.13.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59720,cog_04,8,OOOGHNGE_59720,medium
cds-OOOGHNGE_59730,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,12158,13159,-,CDS,,,NA,NA,0,ncsB1_3,NA,NA,NA,"2,7-dihydroxy-5-methyl-1-naphthoate7-O-methyltransferase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59730,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1042:O-methyltransferase (Score: 266%3b E-value:8.5e-81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q84HC8",2.1.1.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59730,cog_06,5,OOOGHNGE_59730,medium
cds-OOOGHNGE_59740,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,13323,14162,+,CDS,,,NA,NA,0,tauD,NA,NA,NA,Alpha-ketoglutarate-dependent taurinedioxygenase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59740,COG:COG2175,NA,11,biosynthetic-additional,"biosynthetic-additional (smcogs)SMCOG1121:dioxygenase, TauD/TfdA (Score: 263.8%3b E-value:2.6e-80)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P37610",1.14.11.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59740,cog_23,4,OOOGHNGE_59740,rare
cds-OOOGHNGE_59750,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,14171,14866,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59750,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59750,cog_72,2,OOOGHNGE_59750,rare
cds-OOOGHNGE_59760,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,15674,15907,-,CDS,,,NA,NA,0,acpP_2,NA,NA,NA,Acyl carrier protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59760,NA,NA,11,biosynthetic-additional,biosynthetic-additional(rule-based-clusters) PP-binding,"PP-binding (E-value: 1.7e-09, bitscore:36.9, seeds: 164, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01217",NA,"Domain: PP-binding (10-72). E-value: 1.1e-11.Score: 36.9. Matches aSDomain:nrpspksdomains_OOOGHNGE_59760_PP-binding.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59760,cog_48,3,OOOGHNGE_59760,rare
cds-OOOGHNGE_59770,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,15935,16945,-,CDS,,,NA,NA,0,fabH_3,NA,NA,NA,3-oxoacyl-[acyl-carrier-protein] synthase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59770,COG:COG0332,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) fabH,biosynthetic-additional (smcogs)SMCOG1084:3-oxoacyl-(acyl carrier protein) synthase III(Score: 339.4%3b E-value: 3.2e-103)","fabH (E-value: 6.7e-106, bitscore: 352.9,seeds: 7, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9HYR2",2.3.1.180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59770,cog_49,3,OOOGHNGE_59770,rare
cds-OOOGHNGE_59780,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,16942,18717,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59780,NA,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) hyb_KS,biosynthetic-additional (smcogs)SMCOG1022:Beta-ketoacyl synthase (Score: 262.6%3b E-value:1.1e-79)","hyb_KS (E-value: 4.1e-158, bitscore:525.6, seeds: 33, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,"Domain: PKS_KS(Hybrid-KS) (19-441). E-value:1.7e-158. Score: 519.8. Matches aSDomain:nrpspksdomains_OOOGHNGE_59780_PKS_KS.1,type: PKS/NRPS-like protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59780,cog_50,3,OOOGHNGE_59780,rare
cds-OOOGHNGE_59790,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,18714,19985,-,CDS,,,NA,NA,0,phzS,NA,NA,NA,5-methylphenazine-1-carboxylate 1-monooxygenase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59790,COG:COG0654,NA,11,other,other (smcogs) SMCOG1087:hypotheticalprotein (Score: 265.2%3b E-value: 1.8e-80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9HWG9",1.14.13.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59790,cog_04,8,OOOGHNGE_59790,medium
