,group,cluster,pos,text,node_trace,x_pos,y_pos,cutoff
BGC0001293,83.0,True,"(3115.0, 2019.0)",BGC0001293<br>Polyketide<br>cyclizidine,MIBIG (KnownClusterBlast),3115.0,2019.0,0.30
NZ_VWPH01000004.1.region002,84.0,True,"(1841.6, 1226.9)","P1<br>NZ_VWPH01000004.1.region002<br>['amglyccycl', 'T1PKS', 'NRPS-like']<br>apramycin<br>0.71",BGC,1841.6,1226.9,0.30
BGC0000692,84.0,True,"(1884.6, 1141.4)",BGC0000692<br>Saccharide<br>apramycin,MIBIG (KnownClusterBlast),1884.6,1141.4,0.30
NZ_VWPH01000004.1.region003,56.0,True,"(1311.0, 1738.5)","P1<br>NZ_VWPH01000004.1.region003<br>['NRPS-like', 'betalactone', 'NRPS']<br>glycinocin A<br>0.12",BGC,1311.0,1738.5,0.30
NZ_VWPH01000005.1.region001,10.0,True,"(1047.0, 1874.4)",P1<br>NZ_VWPH01000005.1.region001<br>['terpene']<br>hopene<br>0.46,BGC,1047.0,1874.4,0.30
NZ_VWPH01000005.1.region002,85.0,True,"(3017.7, 1004.0)",P1<br>NZ_VWPH01000005.1.region002<br>['T3PKS']<br>flaviolin<br>0.75,BGC,3017.7,1004.0,0.30
BGC0000902,85.0,True,"(3000.4, 1095.1)",BGC0000902<br>Polyketide<br>flaviolin,MIBIG (KnownClusterBlast),3000.4,1095.1,0.30
NZ_VWPH01000005.1.region003,12.0,True,"(2537.1, 1735.2)",P1<br>NZ_VWPH01000005.1.region003<br>['terpene']<br>JBIR-06<br>0.22,BGC,2537.1,1735.2,0.30
NZ_VWPH01000005.1.region004,13.0,True,"(2613.6, 1287.6)",P1<br>NZ_VWPH01000005.1.region004<br>['T3PKS']<br>alkyl-O-dihydrogeranyl-methoxyhydroquinones<br>0.57,BGC,2613.6,1287.6,0.30
NZ_JACCFJ010000001.1.region001,2.0,True,"(2293.0, 687.48)",P1<br>NZ_JACCFJ010000001.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2293.0,687.48,0.30
NZ_JACCFJ010000001.1.region002,30.0,True,"(1729.0, 1260.5)","P1<br>NZ_JACCFJ010000001.1.region002<br>['lipolanthine', 'lanthipeptide-class-iii']<br>fusaricidin B<br>0.25",BGC,1729.0,1260.5,0.30
NZ_JACCFJ010000001.1.region003,21.0,True,"(964.92, 1596.9)",P1<br>NZ_JACCFJ010000001.1.region003<br>['terpene']<br>SF2575<br>0.07,BGC,964.92,1596.9,0.30
NZ_JACCFJ010000001.1.region005,8.0,True,"(2192.9, 2120.0)",P1<br>NZ_JACCFJ010000001.1.region005<br>['indole']<br>fortimicin<br>0.07,BGC,2192.9,2120.0,0.30
NZ_JACCFJ010000001.1.region006,86.0,True,"(1450.4, 232.43)",P1<br>NZ_JACCFJ010000001.1.region006<br>['NRPS']<br>enterocin<br>0.10,BGC,1450.4,232.43,0.30
BGC0000220,86.0,True,"(1390.8, 192.0)",BGC0000220<br>Polyketide<br>enterocin,MIBIG (KnownClusterBlast),1390.8,192.0,0.30
NZ_JACCFJ010000001.1.region007,41.0,True,"(1331.7, 1863.2)","P1<br>NZ_JACCFJ010000001.1.region007<br>['T1PKS', 'NRPS-like', 'NRPS']<br>microansamycin<br>0.43",BGC,1331.7,1863.2,0.30
NZ_JACCFJ010000001.1.region008,12.0,True,"(2547.1, 1713.6)",P1<br>NZ_JACCFJ010000001.1.region008<br>['terpene']<br>JBIR-06<br>0.28,BGC,2547.1,1713.6,0.30
NZ_JACCFJ010000001.1.region009,10.0,True,"(1010.0, 1890.4)",P1<br>NZ_JACCFJ010000001.1.region009<br>['terpene']<br>hopene<br>0.46,BGC,1010.0,1890.4,0.30
NZ_JACCFJ010000001.1.region010,8.0,True,"(2356.1, 1450.6)",P1<br>NZ_JACCFJ010000001.1.region010<br>['lanthipeptide-class-iv']<br>Sch-47554 / Sch-47555<br>0.07,BGC,2356.1,1450.6,0.30
NZ_JACCFJ010000001.1.region011,20.0,True,"(1830.8, 736.53)",P1<br>NZ_JACCFJ010000001.1.region011<br>['terpene']<br>isorenieratene<br>0.57,BGC,1830.8,736.53,0.30
NZ_JACCFJ010000001.1.region012,1.0,True,"(1361.3, 1282.0)",P1<br>NZ_JACCFJ010000001.1.region012<br>['NRPS']<br>cysteoamide<br>0.18,BGC,1361.3,1282.0,0.30
NZ_JACCFJ010000001.1.region013,87.0,True,"(1610.8, 1632.9)",P1<br>NZ_JACCFJ010000001.1.region013<br>['redox-cofactor']<br>A-503083 A / A-503083 B / A-503083 E / A-503083 F<br>0.04,BGC,1610.8,1632.9,0.30
BGC0000288,87.0,True,"(1664.0, 1727.2)",BGC0000288<br>NRP<br>A-503083 A;A-503083 B;A-503083 E;A-503083 F,MIBIG (KnownClusterBlast),1664.0,1727.2,0.30
NZ_FOME01000014.1.region001,19.0,True,"(693.5, 1970.3)","P1<br>NZ_FOME01000014.1.region001<br>['LAP', 'NRPS']<br>guadinomine<br>0.08",BGC,693.5,1970.3,0.30
NZ_FOME01000009.1.region001,16.0,True,"(1760.0, 1536.5)","P1<br>NZ_FOME01000009.1.region001<br>['T1PKS', 'NRPS', 'RiPP-like']<br>heat-stable antifungal factor<br>0.38",BGC,1760.0,1536.5,0.30
NZ_FOME01000009.1.region002,17.0,True,"(1893.0, 1285.2)","P1<br>NZ_FOME01000009.1.region002<br>['NRPS', 'NRPS-like', 'PKS-like']<br>echinomycin<br>0.33",BGC,1893.0,1285.2,0.30
NZ_FOME01000004.1.region001,1.0,True,"(1364.7, 1303.7)",P1<br>NZ_FOME01000004.1.region001<br>['NRPS']<br>RP-1776<br>0.04,BGC,1364.7,1303.7,0.30
NZ_FOME01000001.1.region001,21.0,True,"(939.73, 1625.2)",P1<br>NZ_FOME01000001.1.region001<br>['terpene']<br>SF2575<br>0.07,BGC,939.73,1625.2,0.30
NZ_FOME01000001.1.region003,5.0,True,"(2712.9, 1452.0)",P1<br>NZ_FOME01000001.1.region003<br>['amglyccycl']<br>cetoniacytone A<br>0.45,BGC,2712.9,1452.0,0.30
NZ_FOME01000001.1.region004,7.0,True,"(2890.0, 2511.2)","P1<br>NZ_FOME01000001.1.region004<br>['T2PKS', 'T1PKS']<br>xantholipin<br>0.08",BGC,2890.0,2511.2,0.30
NZ_FOME01000001.1.region005,8.0,True,"(2261.5, 1452.2)","P1<br>NZ_FOME01000001.1.region005<br>['indole', 'lanthipeptide-class-iv']<br>Sch-47554 / Sch-47555<br>0.07",BGC,2261.5,1452.2,0.30
NZ_FOME01000001.1.region006,9.0,True,"(1219.3, 2022.4)",P1<br>NZ_FOME01000001.1.region006<br>['terpene']<br>geosmin<br>1.00,BGC,1219.3,2022.4,0.30
NZ_FOME01000011.1.region001,13.0,True,"(2572.3, 1161.1)",P1<br>NZ_FOME01000011.1.region001<br>['T3PKS']<br>alkyl-O-dihydrogeranyl-methoxyhydroquinones<br>0.57,BGC,2572.3,1161.1,0.30
NZ_FOME01000012.1.region001,18.0,True,"(2577.7, 2675.0)",P1<br>NZ_FOME01000012.1.region001<br>['terpene']<br>brasilicardin A<br>0.38,BGC,2577.7,2675.0,0.30
NZ_FOME01000016.1.region001,2.0,True,"(2355.8, 633.87)",P1<br>NZ_FOME01000016.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2355.8,633.87,0.30
NZ_FOME01000006.1.region001,10.0,True,"(1024.3, 1906.2)",P1<br>NZ_FOME01000006.1.region001<br>['terpene']<br>hopene<br>0.46,BGC,1024.3,1906.2,0.30
NZ_FOME01000006.1.region002,11.0,True,"(535.71, 1178.0)",P1<br>NZ_FOME01000006.1.region002<br>['CDPS']<br>meridamycin<br>0.05,BGC,535.71,1178.0,0.30
NZ_FOME01000006.1.region003,12.0,True,"(2514.6, 1701.3)",P1<br>NZ_FOME01000006.1.region003<br>['terpene']<br>neoantimycin<br>0.20,BGC,2514.6,1701.3,0.30
NZ_FOME01000013.1.region001,3.0,True,"(691.03, 1790.7)",P1<br>NZ_FOME01000013.1.region001<br>['lassopeptide']<br>SSV-2083<br>0.18,BGC,691.03,1790.7,0.30
NZ_FOME01000021.1.region001,80.0,True,"(880.07, 2744.0)",P1<br>NZ_FOME01000021.1.region001<br>['ranthipeptide']<br>porothramycin A<br>0.06,BGC,880.07,2744.0,0.30
NZ_FOME01000021.1.region002,15.0,True,"(1326.0, 2226.3)",P1<br>NZ_FOME01000021.1.region002<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,1326.0,2226.3,0.30
NZ_FOME01000008.1.region001,0.0,True,"(3058.7, 1845.0)",P1<br>NZ_FOME01000008.1.region001<br>['NRPS']<br>azicemicin B<br>0.18,BGC,3058.7,1845.0,0.30
NZ_FOME01000019.1.region001,14.0,True,"(1879.9, 2433.1)",P1<br>NZ_FOME01000019.1.region001<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1879.9,2433.1,0.30
NZ_FNVB01000007.1.region001,0.0,True,"(3050.7, 1928.7)",P1<br>NZ_FNVB01000007.1.region001<br>['NRPS']<br>azicemicin B<br>0.18,BGC,3050.7,1928.7,0.30
NZ_FNVB01000003.1.region001,80.0,True,"(937.96, 2786.3)",P1<br>NZ_FNVB01000003.1.region001<br>['ranthipeptide']<br>porothramycin A<br>0.06,BGC,937.96,2786.3,0.30
NZ_FNVB01000003.1.region002,15.0,True,"(1307.7, 2247.1)",P1<br>NZ_FNVB01000003.1.region002<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,1307.7,2247.1,0.30
NZ_FNVB01000003.1.region003,16.0,True,"(1773.0, 1530.7)","P1<br>NZ_FNVB01000003.1.region003<br>['NRPS', 'T1PKS']<br>heat-stable antifungal factor<br>0.38",BGC,1773.0,1530.7,0.30
NZ_FNVB01000003.1.region005,17.0,True,"(1877.1, 1239.1)","P1<br>NZ_FNVB01000003.1.region005<br>['NRPS', 'NRPS-like', 'PKS-like', 'T1PKS']<br>echinomycin<br>0.33",BGC,1877.1,1239.1,0.30
NZ_FNVB01000003.1.region006,18.0,True,"(2537.6, 2719.4)",P1<br>NZ_FNVB01000003.1.region006<br>['terpene']<br>brasilicardin A<br>0.38,BGC,2537.6,2719.4,0.30
NZ_FNVB01000003.1.region007,19.0,True,"(653.9, 2002.7)","P1<br>NZ_FNVB01000003.1.region007<br>['LAP', 'NRPS']<br>guadinomine<br>0.08",BGC,653.9,2002.7,0.30
NZ_FNVB01000009.1.region001,1.0,True,"(1377.4, 1286.0)",P1<br>NZ_FNVB01000009.1.region001<br>['NRPS']<br>RP-1776<br>0.04,BGC,1377.4,1286.0,0.30
NZ_FNVB01000015.1.region001,2.0,True,"(2368.8, 649.46)",P1<br>NZ_FNVB01000015.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2368.8,649.46,0.30
NZ_FNVB01000002.1.region001,21.0,True,"(965.65, 1626.6)",P1<br>NZ_FNVB01000002.1.region001<br>['terpene']<br>SF2575<br>0.07,BGC,965.65,1626.6,0.30
NZ_FNVB01000002.1.region002,8.0,True,"(2249.2, 1489.9)","P1<br>NZ_FNVB01000002.1.region002<br>['lanthipeptide-class-iv', 'indole']<br>Sch-47554 / Sch-47555<br>0.07",BGC,2249.2,1489.9,0.30
NZ_FNVB01000002.1.region003,7.0,True,"(2886.9, 2540.9)","P1<br>NZ_FNVB01000002.1.region003<br>['T1PKS', 'T2PKS']<br>xantholipin<br>0.08",BGC,2886.9,2540.9,0.30
NZ_FNVB01000002.1.region004,5.0,True,"(2747.9, 1533.2)",P1<br>NZ_FNVB01000002.1.region004<br>['amglyccycl']<br>cetoniacytone A<br>0.45,BGC,2747.9,1533.2,0.30
NZ_FNVB01000002.1.region006,10.0,True,"(1018.0, 1863.6)",P1<br>NZ_FNVB01000002.1.region006<br>['terpene']<br>hopene<br>0.46,BGC,1018.0,1863.6,0.30
NZ_FNVB01000002.1.region007,11.0,True,"(527.67, 1261.7)",P1<br>NZ_FNVB01000002.1.region007<br>['CDPS']<br>meridamycin<br>0.05,BGC,527.67,1261.7,0.30
NZ_FNVB01000002.1.region008,12.0,True,"(2512.9, 1684.5)",P1<br>NZ_FNVB01000002.1.region008<br>['terpene']<br>neoantimycin<br>0.20,BGC,2512.9,1684.5,0.30
NZ_FNVB01000002.1.region009,13.0,True,"(2594.4, 1134.9)",P1<br>NZ_FNVB01000002.1.region009<br>['T3PKS']<br>alkyl-O-dihydrogeranyl-methoxyhydroquinones<br>0.57,BGC,2594.4,1134.9,0.30
NZ_FNVB01000002.1.region010,14.0,True,"(1844.9, 2488.2)",P1<br>NZ_FNVB01000002.1.region010<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1844.9,2488.2,0.30
NZ_FNVB01000013.1.region001,3.0,True,"(730.53, 1793.7)",P1<br>NZ_FNVB01000013.1.region001<br>['lassopeptide']<br>SSV-2083<br>0.18,BGC,730.53,1793.7,0.30
NZ_FNVB01000014.1.region001,9.0,True,"(1208.9, 1998.2)",P1<br>NZ_FNVB01000014.1.region001<br>['terpene']<br>geosmin<br>1.00,BGC,1208.9,1998.2,0.30
NZ_JACHIW010000001.1.region001,60.0,True,"(1149.9, 1456.6)",P4<br>NZ_JACHIW010000001.1.region001<br>['lassopeptide']<br>herboxidiene<br>0.03,BGC,1149.9,1456.6,0.30
NZ_JACHIW010000001.1.region002,21.0,True,"(955.57, 1548.1)",P4<br>NZ_JACHIW010000001.1.region002<br>['terpene']<br>SF2575<br>0.07,BGC,955.57,1548.1,0.30
NZ_JACHIW010000001.1.region003,1.0,True,"(1501.2, 1221.8)",P4<br>NZ_JACHIW010000001.1.region003<br>['NRPS']<br>pepticinnamin E<br>0.07,BGC,1501.2,1221.8,0.30
NZ_JACHIW010000001.1.region004,58.0,True,"(1393.3, 1258.9)",P4<br>NZ_JACHIW010000001.1.region004<br>['NRPS']<br>atratumycin<br>0.05,BGC,1393.3,1258.9,0.30
NZ_JACHIW010000001.1.region006,2.0,True,"(2304.1, 705.81)",P4<br>NZ_JACHIW010000001.1.region006<br>['ectoine']<br>ectoine<br>1.00,BGC,2304.1,705.81,0.30
NZ_JACHIW010000001.1.region011,88.0,True,"(2523.4, 2903.2)",P4<br>NZ_JACHIW010000001.1.region011<br>['terpene']<br>xiamycin A<br>0.18,BGC,2523.4,2903.2,0.30
BGC0000666,88.0,True,"(2519.5, 2831.0)",BGC0000666<br>Terpene<br>xiamycin A,MIBIG (KnownClusterBlast),2519.5,2831.0,0.30
NZ_JACHIW010000001.1.region012,89.0,True,"(2229.3, 1850.3)","P4<br>NZ_JACHIW010000001.1.region012<br>['ranthipeptide', 'NRPS', 'NRPS-like', 'T2PKS']<br>steffimycin D<br>0.17",BGC,2229.3,1850.3,0.30
BGC0000273,89.0,True,"(2279.4, 1787.0)",BGC0000273<br>Polyketide;Saccharide<br>steffimycin D,MIBIG (KnownClusterBlast),2279.4,1787.0,0.30
NZ_JACHIW010000001.1.region013,90.0,True,"(3219.4, 203.43)","P4<br>NZ_JACHIW010000001.1.region013<br>['T1PKS', 'PKS-like']<br>maklamicin<br>0.04",BGC,3219.4,203.43,0.30
BGC0001288,90.0,True,"(3159.8, 163.0)",BGC0001288<br>Polyketide<br>maklamicin,MIBIG (KnownClusterBlast),3159.8,163.0,0.30
NZ_JACHIW010000001.1.region014,60.0,True,"(1120.8, 1494.8)",P4<br>NZ_JACHIW010000001.1.region014<br>['T1PKS']<br>herboxidiene<br>0.06,BGC,1120.8,1494.8,0.30
NZ_JACHIW010000001.1.region016,46.0,True,"(2014.9, 1440.7)","P4<br>NZ_JACHIW010000001.1.region016<br>['indole', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,2014.9,1440.7,0.30
NZ_JACHIW010000001.1.region017,9.0,True,"(1281.7, 2026.2)",P4<br>NZ_JACHIW010000001.1.region017<br>['terpene']<br>geosmin<br>1.00,BGC,1281.7,2026.2,0.30
NZ_JACHIW010000002.1.region001,91.0,True,"(1769.4, 174.43)",P4<br>NZ_JACHIW010000002.1.region001<br>['T2PKS']<br>mithramycin<br>0.23,BGC,1769.4,174.43,0.30
BGC0000247,91.0,True,"(1709.8, 134.0)",BGC0000247<br>Polyketide;Saccharide<br>mithramycin,MIBIG (KnownClusterBlast),1709.8,134.0,0.30
NZ_JACHIW010000002.1.region002,29.0,True,"(789.53, 2301.0)",P4<br>NZ_JACHIW010000002.1.region002<br>['siderophore']<br>staphylobactin<br>0.25,BGC,789.53,2301.0,0.30
NZ_JACHIW010000002.1.region003,85.0,True,"(2929.4, 1103.6)",P4<br>NZ_JACHIW010000002.1.region003<br>['T3PKS']<br>flaviolin<br>0.75,BGC,2929.4,1103.6,0.30
NZ_JACHIW010000002.1.region004,12.0,True,"(2523.4, 1666.5)",P4<br>NZ_JACHIW010000002.1.region004<br>['terpene']<br>neoantimycin<br>0.20,BGC,2523.4,1666.5,0.30
NZ_JACHIW010000002.1.region005,92.0,True,"(2436.4, 3132.4)",P4<br>NZ_JACHIW010000002.1.region005<br>['nucleoside']<br>puromycin<br>0.75,BGC,2436.4,3132.4,0.30
BGC0000878,92.0,True,"(2376.8, 3092.0)",BGC0000878<br>Other<br>puromycin,MIBIG (KnownClusterBlast),2376.8,3092.0,0.30
NZ_JACHIW010000002.1.region006,56.0,True,"(1234.7, 1718.5)","P4<br>NZ_JACHIW010000002.1.region006<br>['NRPS-like', 'indole', 'NRPS', 'arylpolyene']<br>glycinocin A<br>0.14",BGC,1234.7,1718.5,0.30
NZ_JACHIW010000002.1.region007,14.0,True,"(1744.5, 2354.3)",P4<br>NZ_JACHIW010000002.1.region007<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1744.5,2354.3,0.30
NZ_JACHIW010000002.1.region008,93.0,True,"(2059.4, 3132.4)","P4<br>NZ_JACHIW010000002.1.region008<br>['T1PKS', 'lassopeptide']<br>streptoseomycin<br>0.63",BGC,2059.4,3132.4,0.30
BGC0001784,93.0,True,"(1999.8, 3092.0)",BGC0001784<br>Polyketide<br>streptoseomycin,MIBIG (KnownClusterBlast),1999.8,3092.0,0.30
NZ_JACHIW010000002.1.region009,94.0,True,"(2622.1, 395.0)","P4<br>NZ_JACHIW010000002.1.region009<br>['amglyccycl', 'terpene']<br>paromomycin<br>0.33",BGC,2622.1,395.0,0.30
BGC0000712,94.0,True,"(2552.4, 414.17)",BGC0000712<br>Saccharide<br>paromomycin,MIBIG (KnownClusterBlast),2552.4,414.17,0.30
NZ_JACHIW010000002.1.region010,95.0,True,"(1682.4, 3132.4)",P4<br>NZ_JACHIW010000002.1.region010<br>['T1PKS']<br>rifamycin<br>0.13,BGC,1682.4,3132.4,0.30
BGC0000137,95.0,True,"(1622.8, 3092.0)",BGC0000137<br>Polyketide<br>rifamycin,MIBIG (KnownClusterBlast),1622.8,3092.0,0.30
NZ_JACHIW010000002.1.region011,34.0,True,"(1659.2, 1536.9)","P4<br>NZ_JACHIW010000002.1.region011<br>['PKS-like', 'T1PKS', 'NRPS', 'transAT-PKS-like']<br>nataxazole<br>0.19",BGC,1659.2,1536.9,0.30
NZ_JACHIW010000002.1.region013,96.0,True,"(1189.4, 3132.4)",P4<br>NZ_JACHIW010000002.1.region013<br>['T1PKS']<br>aculeximycin<br>0.06,BGC,1189.4,3132.4,0.30
BGC0000002,96.0,True,"(1129.8, 3092.0)",BGC0000002<br>Polyketide<br>aculeximycin,MIBIG (KnownClusterBlast),1129.8,3092.0,0.30
NZ_JACHIW010000002.1.region014,97.0,True,"(893.88, 2475.9)","P4<br>NZ_JACHIW010000002.1.region014<br>['NRPS', 'phosphonate', 'oligosaccharide']<br>daptomycin<br>0.03",BGC,893.88,2475.9,0.30
BGC0000336,97.0,True,"(891.85, 2396.0)",BGC0000336<br>NRP<br>daptomycin,MIBIG (KnownClusterBlast),891.85,2396.0,0.30
NZ_JACHIW010000002.1.region015,15.0,True,"(1350.8, 2203.2)",P4<br>NZ_JACHIW010000002.1.region015<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,1350.8,2203.2,0.30
NZ_JACHIW010000003.1.region001,10.0,True,"(1061.4, 1855.2)",P4<br>NZ_JACHIW010000003.1.region001<br>['terpene']<br>hopene<br>0.38,BGC,1061.4,1855.2,0.30
NZ_JACHIW010000003.1.region003,24.0,True,"(2813.9, 2019.0)","P4<br>NZ_JACHIW010000003.1.region003<br>['NRPS', 'PKS-like', 'T1PKS']<br>calicheamicin<br>0.03",BGC,2813.9,2019.0,0.30
NZ_JACHIW010000004.1.region001,38.0,True,"(655.07, 1410.0)",P4<br>NZ_JACHIW010000004.1.region001<br>['T1PKS']<br>esmeraldin<br>0.08,BGC,655.07,1410.0,0.30
NZ_CP031142.1.region002,23.0,True,"(1544.6, 1446.9)",P2<br>NZ_CP031142.1.region002<br>['terpene']<br>branched-chain fatty acids<br>0.75,BGC,1544.6,1446.9,0.30
NZ_CP031142.1.region003,46.0,True,"(1978.5, 1543.3)",P2<br>NZ_CP031142.1.region003<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1978.5,1543.3,0.30
NZ_CP031142.1.region004,18.0,True,"(2487.2, 2747.5)",P2<br>NZ_CP031142.1.region004<br>['terpene']<br>brasilicardin A<br>0.38,BGC,2487.2,2747.5,0.30
NZ_CP031142.1.region005,15.0,True,"(1300.1, 2203.8)",P2<br>NZ_CP031142.1.region005<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,1300.1,2203.8,0.30
NZ_CP031142.1.region006,16.0,True,"(1860.4, 1736.4)","P2<br>NZ_CP031142.1.region006<br>['NRPS', 'T1PKS']<br>pactamides<br>0.33",BGC,1860.4,1736.4,0.30
NZ_CP031142.1.region007,29.0,True,"(723.53, 2150.7)",P2<br>NZ_CP031142.1.region007<br>['siderophore']<br>staphylobactin<br>0.25,BGC,723.53,2150.7,0.30
NZ_CP031142.1.region008,60.0,True,"(1126.9, 1454.6)",P2<br>NZ_CP031142.1.region008<br>['NRPS']<br>herboxidiene<br>0.04,BGC,1126.9,1454.6,0.30
NZ_CP031142.1.region009,98.0,True,"(1844.6, 1492.6)",P2<br>NZ_CP031142.1.region009<br>['PKS-like']<br>platensimycin / platencin<br>0.08,BGC,1844.6,1492.6,0.30
BGC0001140,98.0,True,"(1925.5, 1406.9)",BGC0001140<br>Terpene<br>platensimycin;platencin;thioplatensimycin;thioplatencin,MIBIG (KnownClusterBlast),1925.5,1406.9,0.30
NZ_CP031142.1.region010,14.0,True,"(1719.4, 2331.6)",P2<br>NZ_CP031142.1.region010<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1719.4,2331.6,0.30
NZ_CP031142.1.region011,10.0,True,"(1104.4, 1963.8)","P2<br>NZ_CP031142.1.region011<br>['terpene', 'T3PKS']<br>hopene<br>0.46",BGC,1104.4,1963.8,0.30
NZ_CP031142.1.region014,12.0,True,"(2660.8, 1684.9)",P2<br>NZ_CP031142.1.region014<br>['terpene']<br>JBIR-06<br>0.22,BGC,2660.8,1684.9,0.30
NZ_CP031142.1.region015,85.0,True,"(2930.6, 1068.7)",P2<br>NZ_CP031142.1.region015<br>['T3PKS']<br>flaviolin<br>0.75,BGC,2930.6,1068.7,0.30
NZ_CP031142.1.region017,14.0,True,"(1689.0, 2397.7)",P2<br>NZ_CP031142.1.region017<br>['redox-cofactor']<br>lankacidin C<br>0.20,BGC,1689.0,2397.7,0.30
NZ_CP031142.1.region019,99.0,True,"(1478.5, 669.67)",P2<br>NZ_CP031142.1.region019<br>['NRPS-like']<br>A54145<br>0.03,BGC,1478.5,669.67,0.30
BGC0000291,99.0,True,"(1419.6, 728.37)",BGC0000291<br>NRP<br>A54145,MIBIG (KnownClusterBlast),1419.6,728.37,0.30
NZ_CP031142.1.region020,100.0,True,"(2031.6, 1642.4)",P2<br>NZ_CP031142.1.region020<br>['NRPS-like']<br>malacidin A / malacidin B<br>0.10,BGC,2031.6,1642.4,0.30
BGC0001448,100.0,True,"(2085.0, 1722.0)",BGC0001448<br>NRP<br>malacidin A;malacidin B,MIBIG (KnownClusterBlast),2085.0,1722.0,0.30
NZ_CP031142.1.region021,9.0,True,"(1292.2, 2010.0)","P2<br>NZ_CP031142.1.region021<br>['terpene', 'betalactone']<br>geosmin<br>1.00",BGC,1292.2,2010.0,0.30
NZ_CP031142.1.region022,99.0,True,"(1355.3, 680.03)","P2<br>NZ_CP031142.1.region022<br>['LAP', 'thiopeptide']<br>A54145<br>0.03",BGC,1355.3,680.03,0.30
NZ_CP031142.1.region023,101.0,True,"(3073.1, 87.433)","P2<br>NZ_CP031142.1.region023<br>['terpene', 'ectoine']<br>showdomycin<br>0.24",BGC,3073.1,87.433,0.30
BGC0001778,101.0,True,"(3013.6, 47.0)",BGC0001778<br>Other<br>showdomycin,MIBIG (KnownClusterBlast),3013.6,47.0,0.30
NZ_CP031142.1.region025,102.0,True,"(1123.1, 2548.9)","P2<br>NZ_CP031142.1.region025<br>['NRPS-like', 'T1PKS', 'NRPS']<br>sceliphrolactam<br>0.12",BGC,1123.1,2548.9,0.30
BGC0001770,102.0,True,"(1041.6, 2558.5)",BGC0001770<br>Polyketide<br>sceliphrolactam,MIBIG (KnownClusterBlast),1041.6,2558.5,0.30
NZ_CP031142.1.region026,103.0,True,"(2869.7, 800.4)","P2<br>NZ_CP031142.1.region026<br>['NRPS', 'hglE-KS', 'T1PKS', 'CDPS', 'oligosaccharide']<br>A83543A<br>0.91",BGC,2869.7,800.4,0.30
BGC0000148,103.0,True,"(2801.8, 763.05)",BGC0000148<br>Polyketide<br>A83543A,MIBIG (BiG-SCAPE),2801.8,763.05,0.30
NZ_CP031142.1.region027,104.0,True,"(766.84, 2545.9)","P2<br>NZ_CP031142.1.region027<br>['terpene', 'RRE-containing', 'other', 'phosphonate', 'NRPS-like', 'NRPS']<br>stenothricin<br>0.32",BGC,766.84,2545.9,0.30
BGC0000431,104.0,True,"(693.55, 2514.1)",BGC0000431<br>NRP<br>stenothricin,MIBIG (KnownClusterBlast),693.55,2514.1,0.30
NZ_CP031142.1.region029,105.0,True,"(3257.3, 736.49)",P2<br>NZ_CP031142.1.region029<br>['NRPS']<br>coelibactin<br>0.91,BGC,3257.3,736.49,0.30
BGC0000324,105.0,True,"(3237.8, 685.0)",BGC0000324<br>NRP<br>coelibactin,MIBIG (KnownClusterBlast),3237.8,685.0,0.30
NZ_CP031142.1.region032,43.0,True,"(1325.8, 1435.7)",P2<br>NZ_CP031142.1.region032<br>['NRPS']<br>actinomycin D<br>0.07,BGC,1325.8,1435.7,0.30
NZ_CP031142.1.region033,106.0,True,"(535.99, 3149.0)",P2<br>NZ_CP031142.1.region033<br>['phenazine']<br>pyocyanine<br>0.57,BGC,535.99,3149.0,0.30
BGC0000936,106.0,True,"(443.53, 3130.9)",BGC0000936<br>Other<br>pyocyanine,MIBIG (KnownClusterBlast),443.53,3130.9,0.30
NZ_CP031142.1.region034,2.0,True,"(2350.1, 713.02)",P2<br>NZ_CP031142.1.region034<br>['ectoine']<br>ectoine<br>1.00,BGC,2350.1,713.02,0.30
NZ_CP031142.1.region036,21.0,True,"(939.47, 1590.6)",P2<br>NZ_CP031142.1.region036<br>['terpene']<br>SF2575<br>0.07,BGC,939.47,1590.6,0.30
NZ_CP031142.1.region037,14.0,True,"(1695.7, 2369.2)",P2<br>NZ_CP031142.1.region037<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1695.7,2369.2,0.30
NZ_RSAA01000010.1.region002,20.0,True,"(1851.8, 883.37)",P5<br>NZ_RSAA01000010.1.region002<br>['terpene']<br>isorenieratene<br>0.57,BGC,1851.8,883.37,0.30
